,Value(uM),Subject Age,Subject Sex,Subject Information,Comment,File
2371,27.0 +/- 5.0,Children (1-13 years old),Male,Normal,None,hmdb_metabolites-543
2372,16-37,Children (6 - 18 years old),Both,Normal,None,hmdb_metabolites-543
2373,32.0 +/- 6.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-543
2374,27.0 +/- 5.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-543
2375,13-45,Not Specified,Not Specified,Normal,None,hmdb_metabolites-543
2376,15-35,Not Specified,Not Specified,Normal,None,hmdb_metabolites-543
2377,35.8 (28.90-44.2),Newborn (0-30 days old),,Normal,None,hmdb_metabolites-543
2378,<77,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-543
2379,10-60,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-543
2380,6-27,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-543
2381,7 -47,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-543
2382,28.90 (21.60-37.6),Infant (0-1 year old),,Normal,None,hmdb_metabolites-543
2383,25 +/- 6,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-543
2384,22 +/- 4,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-543
2385,27 +/- 5,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-543
2386,25.4 +/- 5.05,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-543
2387,20.6(17.9-24.8),Children (1-13 uears old),Both,Normal,None,hmdb_metabolites-543
2388,32 +/- 6,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-543
2389,16 +/- 3,Children (1 - 13 years old),Not Specified,Normal,None,hmdb_metabolites-543
2390,13-32,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-543
2391,0-90,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-543
2392,5-34,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-543
2393,16-37,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-543
2394,35.09 +/- 8.76,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-543
2395,10.0-45.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-543
2396,29.8 +/- 6.3,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-543
2397,0.009 (0.005-0.015),Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-545
2398,0.430 (0.007-0.850),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-546
2399,6-8,Adolescent (13-18 years old),Female,Normal,None,hmdb_metabolites-547
2400,3,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-547
2401,2.3 (0.0-4.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-547
2402,,,,Normal,None,hmdb_metabolites-548
2403,0.018 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-551
2404,0.37 +/- 0.23,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-552
2405,0.1(0-0.4),Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-553
2406,0.19 (0.10-0.70),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-553
2407,13.6 +/- 3.6,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-554
2408,<16,Adolescent (13-18 years old),Not Specified,Normal,None,hmdb_metabolites-554
2409,1.200 +/- 1.2(0-3.2),Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-555
2410,48.0 (0.0-96.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-555
2411,3.0 (0.0-5.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-559
2412,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-559
2413,16.74 +/- 11.16,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-559
2414,1.000-28.00,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-559
2415,<27.933,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-559
2416,0.023 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-560
2417,0.03 +/- 0.007,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-560
2418,<5.291,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-560
2419,10.0 (0.0-20.0),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-561
2420,2.46 +/- 1.26,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-561
2421,1.6 (0.3-2.7),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-563
2422,4.896,Children (1 - 13 years old),Female,Normal,None,hmdb_metabolites-563
2423,12.0 (11.3-17.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-564
2424,,,,Normal,None,hmdb_metabolites-565
2425,0.614 +/- 0.013,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-567
2426,1.810 +/- 0.002,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-567
2427,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-568
2428,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-568
2429,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-568
2430,<91000,Infant (0-1 year old),Female,Normal,None,hmdb_metabolites-568
2431,16 - 53,Infant (0-1 year old),Male,Normal,None,hmdb_metabolites-568
2432,11.8 (9.9-13.7),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-568
2433,40.0 (28.0-55.0),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-568
2434,40.0 +/- 40.0,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-568
2435,24.0 +/- 13.0,Children (1-13 years old),Male,Normal,None,hmdb_metabolites-568
2436,20.0 +/- 12.0,Children (1-13 years old),Female,Normal,None,hmdb_metabolites-568
2437,20 +/- 12,Children (1 - 13 years old),Female,Normal,None,hmdb_metabolites-568
2438,20.0 +/- 11.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-568
2439,16.0 +/- 9.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-568
2440,24 +/- 13,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-568
2441,13.0 (3.0-23.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-568
2442,4.00-30.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-568
2443,8.2,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-572
2444,7.0 (0.0-9.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-572
2445,0.05 (0.00-0.10),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-575
2446,,,,Normal,None,hmdb_metabolites-578
2447,0.069 (0.015-0.203),Children (1 - 13 years old),Both,Normal,None,hmdb_metabolites-579
2448,0.069 (0.015-0.203),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-579
2449,,,,Normal,None,hmdb_metabolites-582
2450,0.12 (0.12-0.13),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-583
2451,9.4 (7.3-16.2),Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-584
2452,9.8 (7.6-14.9),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2453,1-18,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-584
2454,<7.500,Not Specified,Not Specified,Normal,None,hmdb_metabolites-584
2455,2.89-9.99,Infant (5 days - <1 year old),Both,Normal,None,hmdb_metabolites-584
2456,2.74-7.62,Children (1 - <7 years old),Both,Normal,None,hmdb_metabolites-584
2457,3.40-8.43,Children (7 - <12 years old),Both,Normal,None,hmdb_metabolites-584
2458,4.069-10.36,Adolescent (12 - <15 years old),Female,Normal,None,hmdb_metabolites-584
2459,4.96-11.91,Adolescent (15 - <19 years old),Female,Normal,None,hmdb_metabolites-584
2460,4.73-10.43,Adolescent (12 - <15 years old),Male,Normal,None,hmdb_metabolites-584
2461,5.47-13.39,Adolescent (15 - <19 years old),Male,Normal,None,hmdb_metabolites-584
2462,5.00 +/- 1.6,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-584
2463,10.4 +/- 2.3,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-584
2464,9.00 +/- 2.2,Adolescent (13-18 years old),Both,Normal,None,hmdb_metabolites-584
2465,9.00 +/- 2.00,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2466,<20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2467,3-8,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-584
2468,9.99 +/- 1.04,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2469,8-18,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-584
2470,<12.593,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2471,10.900 +/- 2.800,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2472,11.600 +/- 3,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2473,12.600 +/- 3.100,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2474,13.300 +/- 2.900,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-584
2475,5.600 +/- 1.200,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-584
2476,9.11 +/- 2.99,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-584
2477,4-12,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-584
2478,<0.7,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-587
2479,9.0 +/- 12.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-592
2480,,,,Normal,None,hmdb_metabolites-593
2481,4.0 (0.0 - 10.0),Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-595
2482,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-595
2483,<10,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-595
2484,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-595
2485,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-596
2486,0.64 +/- 0.24,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-596
2487,0.080 +/- 0.006,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-597
2488,0.020-0.130,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-597
2489,<0.12,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-597
2490,0.06 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-597
2491,0.020-0.130,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-597
2492,0.031 (0.015-0.053),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-597
2493,39.1 +/-  3.1,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-598
2494,43.3 +/- 3.4,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-598
2495,0.08 +/- 0.02,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-601
2496,0.33 +/-0.04,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-601
2497,0.0516 +/- 0.0068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-602
2498,0.553 +/- 0.109,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2499,0.938 +/- 0.429,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2500,1.057 +/- 0.424,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2501,44.348 +/- 43.85,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2502,0.58 +/- 0.121,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2503,0.504 +/- 0.062,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2504,0.54 +/- 0.108,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2505,2.111 +/- 1.705,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-603
2506,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-603
2507,,,,Consuming polyphenols described by Phenol-Explorer entry 975,None,hmdb_metabolites-603
2508,<7.143,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-604
2509,34.0 +/- 18.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-604
2510,2.0492 +/- 23.770,Children (3 months - 6 years old),Not Specified,Normal,None,hmdb_metabolites-606
2511,3.18 +/- 0.99,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-606
2512,0.13 +/- 0.06,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-611
2513,,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-611
2514,27.0 (0.0-58.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-617
2515,50.0 (0.5-100.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-619
2516,4.167 +/- 5.556,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-620
2517,149.0 +/- 13.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-620
2518,0.23 +/- 0.08,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2519,0.121 +/- 0.009,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2520,0.17-0.50,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2521,<0.22,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-622
2522,0.21(0.06),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2523,0.18 +/- 0.07,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2524,0.17-0.50,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-622
2525,0.061 (0.006-0.127),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-622
2526,,,,Normal,None,hmdb_metabolites-623
2527,0.091(0.072-0.11),Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-623
2528,<3.000,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-626
2529,0-3.350,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-626
2530,4.8 (0.0-9.6),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-630
2531,2.7 (2.0-4.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-630
2532,<12.800,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-630
2533,0-12.799,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-630
2534,1.600-11.199,Not Specified,Not Specified,Normal,None,hmdb_metabolites-630
2535,3.93,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-630
2536,5.77,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-630
2537,0.86,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-630
2538,6.719,Not Specified,Not Specified,Normal,None,hmdb_metabolites-630
2539,<10,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-630
2540,25.0 (8.0-70.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2541,3.0 +/- 1.3,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-633
2542,7.16 +/- 3,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2543,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-633
2544,9.3,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2545,15.464 +/- 4.024,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2546,2.7 +/- 1.5,Adolescent (13-18 years old),Both,Normal,None,hmdb_metabolites-633
2547,2.1 +/- 0.9,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2548,1.1-3.3,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-633
2549,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2550,13.137 +/- 0.438,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-633
2551,13.137 +/- 4.379,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-633
2552,13.137 +/- 4.379,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-633
2553,13.137 +/- 4.379,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-633
2554,18.610 +/- 6.919,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-633
2555,90 +/- 40,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-633
2556,90 +/- 20,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-633
2557,6.06 +/- 0.069,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-633
2558,58.2 +/- 14.4,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-634
2559,47.2 +/- 7.4,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-634
2560,,,,Normal,None,hmdb_metabolites-635
2561,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-639
2562,0.00035 +/- 0.00016,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-644
2563,0.00022 +/- 0.00052,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-644
2564,0.00045 +/- 0.00120,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-644
2565,0.33 (0.00-0.80),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-645
2566,,,,Normal,None,hmdb_metabolites-647
2567,0.31 +/- 0.15,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2568,0.400 +/- 0.021,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2569,0.15-0.70,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2570,0.24 (0.2-0.3),Newborn (0-30 days old),,Normal,None,hmdb_metabolites-648
2571,0.58 (0.47-0.75),Infant (0-1 year old),,Normal,None,hmdb_metabolites-648
2572,0.44(0.14),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2573,0.34 +/- 0.10,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2574,0.564 (0.209-1.159),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-648
2575,0.15-0.70,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-648
2576,1.34 +/- 0.91,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-650
2577,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-650
2578,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-650
2579,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-650
2580,2.692 +/- 0.510,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-650
2581,230 +/- 60,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-650
2582,220 +/- 50,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-650
2583,150 +/- 50,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-650
2584,0.653 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-650
2585,85 (31-470),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2586,48.8 +/- 21,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2587,41.119 +/- 5.521,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2588,7.90-13.5,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-651
2589,8.70-13.3,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2590,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2591,467.524 +/- 38.667,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2592,460.494 +/- 31.637,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2593,460.494 +/- 35.152,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2594,464.00907 +/- 35.152,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2595,57,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2596,60,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2597,73,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2598,78,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2599,232,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2600,261,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2601,707.790 +/- 164.407,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2602,585.741 +/- 101.871,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-651
2603,830 +/- 160,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-651
2604,770 +/- 110,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-651
2605,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2606,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-651
2607,22.1 +/- 0.035,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-651
2608,0.57 +/- 1.26,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-653
2609,1.000 +/- 0.015,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-657
2610,0.0060 +/- 0.0016,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-661
2611,0.0150 +/- 0.0041,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-661
2612,0.005 +/- 0.002,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-661
2613,0.0038 +/- 0.0022,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-661
2614,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-662
2615,0.04 +/- 0.01,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-663
2616,0.080 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-663
2617,0.020-0.070,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-663
2618,0.04 +/- 0.01,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-663
2619,0.020-0.070,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-663
2620,22.8 +/- 6.7,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-666
2621,5.53 +/-  0.021,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-666
2622,0.902 +/- 0.089,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-666
2623,8.222 +/- 4.340,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-666
2624,0.21 (0.11-0.31),Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-671
