,Name,Accession,Patient Sex,min_age,max_age,min_range,max_range,Disease
1978,Cobalt,HMDB0000608,Both,18,64,-0.006600000000000001,0.010400000000000001,Parkinson's disease
1979,Cobalt,HMDB0000608,Both,18,64,0.0009,0.0029,Alzheimer's disease
1980,DL-Dopa,HMDB0000609,Both,18,64,11.5,16.5,Progressive dementia
1981,D-Ribulose 5-phosphate,HMDB0000618,Both,18,64,0.6,1.04,Transaldolase deficiency 
1982,Cholic acid,HMDB0000619,Both,18,64,2.8,124.5,Biliary cirrhosis
1983,Cholic acid,HMDB0000619,Both,18,64,1.2,36.5,Primary biliary cirrhosis
1984,Cholic acid,HMDB0000619,Both,0,0.003,12.0,19.2,Extrahepatic biliary atresia (EHBA)
1985,Cholic acid,HMDB0000619,Both,0,1,0.09999999999999998,0.5,GI disorder
1986,Cholic acid,HMDB0000619,Both,0,1,0.0,0.8,GI disorder
1987,Cholic acid,HMDB0000619,Both,0,1,0.29999999999999993,1.1,GI disorder
1988,Cholic acid,HMDB0000619,Both,0,1,0.4999999999999999,2.3,GI disorder
1989,Cholic acid,HMDB0000619,Both,0,1,0.1,0.2,Severe acute malnutrition
1990,Cholic acid,HMDB0000619,Both,18,64,1.42,2.0,Cystic fibrosis
1991,Cholic acid,HMDB0000619,Both,1,13,1.26,1.78,Cystic fibrosis
1992,Dodecanedioic acid,HMDB0000623,Female,0,1,0.41,8.8,3-Hydroxydicarboxylic aciduria
1993,Dodecanedioic acid,HMDB0000623,Both,18,64,237.2,322.59999999999997,Diabetes
1994,Gluconic acid,HMDB0000625,Both,18,64,3.045,4.4190000000000005,Schizophrenia
1995,Deoxycholic acid,HMDB0000626,Both,18,64,0.33999999999999997,0.52,Cystic fibrosis
1996,Deoxycholic acid,HMDB0000626,Both,1,13,0.5,1.02,Cystic fibrosis
1997,Epitestosterone,HMDB0000628,Male,18,64,0.00124,0.0014,Eugonadism 
1998,Epitestosterone,HMDB0000628,Male,18,64,0.00064,0.00072,Hypogonadism
2002,Succinylacetone,HMDB0000635,Both,1,13,190.0,543.0,Tyrosinemia I
2003,Succinylacetone,HMDB0000635,Both,18,64,0.9,5.7,Hepatorenal tyrosinemia type I
2004,Succinylacetone,HMDB0000635,Both,18,64,0.021,0.055,Tyrosinemia
2005,Chenodeoxycholic acid glycine conjugate,HMDB0000637,Both,0,1,3.3,13.3,Severe acute malnutrition
2006,L-Glutamine,HMDB0000641,Female,18,64,22.400000000000006,278.4,Down syndrome pregnancy
2007,L-Glutamine,HMDB0000641,Female,18,64,-42.099999999999994,390.70000000000005,Pregnancy
2008,L-Glutamine,HMDB0000641,Both,18,64,262.5,491.1,Heart Transplant
2009,L-Glutamine,HMDB0000641,Male,18,64,552.0,748.0,Schizophrenia
2010,L-Glutamine,HMDB0000641,Female,18,64,577.0,769.0,Schizophrenia
2012,L-Glutamine,HMDB0000641,Both,18,64,376.0,709.0,Carbamoyl Phosphate Synthetase Deficiency
2013,L-Glutamine,HMDB0000641,Both,1,13,700.0,1100.0,Carbamoyl Phosphate Synthetase Deficiency
2015,L-Glutamine,HMDB0000641,Male,0,0.003,347.0,1054.0,N-Acetylglutamate synthetase deficiency
2016,L-Glutamine,HMDB0000641,Male,0,1,442.0,533.0,N-Acetylglutamate synthetase deficiency
2018,L-Glutamine,HMDB0000641,Male,1,13,67.0,1103.0,N-acetylglutamate synthetase deficiency
2019,L-Glutamine,HMDB0000641,Female,18,64,215.59999999999997,370.2,Pregnancy with fetuses with trisomy 18
2020,L-Glutamine,HMDB0000641,Female,18,64,172.89999999999998,327.5,Pregnancy
2021,L-Glutamine,HMDB0000641,Female,18,64,273.8,388.2,Early preeclampsia
2022,L-Glutamine,HMDB0000641,Female,18,64,206.2,370.2,Pregnancy
2024,L-Glutamine,HMDB0000641,Male,1,13,615.0,1381.0,Lipoyltransferase 1 Deficiency
2026,L-Glutamine,HMDB0000641,Both,1,13,508.0,1087.0,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic"
2028,L-Glutamine,HMDB0000641,Both,1,13,486.0,690.0,Obese
2029,L-Glutamine,HMDB0000641,Both,1,13,426.0,750.0,Obese
2030,L-Glutamine,HMDB0000641,Both,1,13,447.0,687.0,Obese
2031,L-Glutamine,HMDB0000641,Both,1,13,483.0,729.0,Obese
2034,L-Glutamine,HMDB0000641,Both,1,13,451.2,627.0,Environmental enteric dysfunction
2035,L-Glutamine,HMDB0000641,Female,18,64,255.65,366.95,Pregnancy with fetus having congenital heart defect
2036,L-Glutamine,HMDB0000641,Female,18,64,258.06,363.90000000000003,Pregnancy
2037,L-Glutamine,HMDB0000641,Female,18,64,122.0,384.2,Late-onset preeclampsia
2038,L-Glutamine,HMDB0000641,Female,18,64,151.6,285.4,Pregnancy
2040,L-Glutamine,HMDB0000641,Male,18,64,456.0,688.0,Schizophrenia
2041,L-Glutamine,HMDB0000641,Both,65,99,216.34,240.34,Alzheimer's disease
2042,L-Glutamine,HMDB0000641,Both,18,64,455.0,498.0,Epilepsy
2043,L-Glutamine,HMDB0000641,Both,1,13,477.0,513.0,Epilepsy
2044,L-Glutamine,HMDB0000641,Both,18,64,591.0,630.0,Epilepsy
2045,L-Glutamine,HMDB0000641,Both,0,0.003,2.0,6.0,"Glutamine deficiency, congenital"
2046,L-Glutamine,HMDB0000641,Both,1,13,394.52,624.34,Obese
2047,L-Glutamine,HMDB0000641,Both,1,13,383.90000000000003,611.3000000000001,Obesity
2048,L-Glutamine,HMDB0000641,Both,1,13,404.99999999999994,637.5999999999999,Obesity
2049,Coproporphyrin I,HMDB0000643,Both,18,64,0.0,0.016,Porphyria
2050,Coproporphyrin I,HMDB0000643,Male,18,64,0.0008,0.17,Porphyria
2052,L-Arabinose,HMDB0000646,Both,18,64,0.0,7.0,Ribose-5-phosphate isomerase deficiency
2053,Decanoylcarnitine,HMDB0000651,Both,18,64,0.095,0.11099999999999999,Celiac disease
2056,Decanoylcarnitine,HMDB0000651,Female,18,64,0.0524,0.201,Pregnancy with fetus having congenital heart defect
2057,Decanoylcarnitine,HMDB0000651,Female,18,64,0.1373,0.35250000000000004,Pregnancy
2058,Decanoylcarnitine,HMDB0000651,Both,18,64,0.18,0.44,Heart failure with preserved ejection fraction
2059,Decanoylcarnitine,HMDB0000651,Both,1,13,0.163,0.29700000000000004,Obesity
2060,Decanoylcarnitine,HMDB0000651,Both,1,13,0.14600000000000002,0.372,Obesity
2061,Decanoylcarnitine,HMDB0000651,Both,18,64,0.0,0.012,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)
2062,Cholesterol sulfate,HMDB0000653,Both,18,64,8.42,10.62,Cirrhosis
2063,Cholesterol sulfate,HMDB0000653,Both,18,64,7.909999999999999,9.809999999999999,Hypercholesterolemia
2064,Copper,HMDB0000657,Both,1,13,0.283,12.668,Wilson's disease
2065,Copper,HMDB0000657,Both,18,64,15.32,30.6,Multiple sclerosis
2066,Copper,HMDB0000657,Both,18,64,11.899999999999999,19.5,Parkinson's disease
2067,Copper,HMDB0000657,Male,18,64,0.7700000000000001,1.9100000000000001,Oral submucous fibrosis (OSMF)
2068,Copper,HMDB0000657,Female,18,64,6.295,7.868,Aceruloplasminemia
2070,Copper,HMDB0000657,Both,0,1,1.574,8.34,Menkes syndrome
2071,Copper,HMDB0000657,Both,18,64,4.564,10.701,Wilson's disease
2074,Copper,HMDB0000657,Male,1,13,2.4,2.8,"Mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma"
2075,Copper,HMDB0000657,Both,65,99,11.5,19.3,Alzheimer's disease
2076,Copper,HMDB0000657,Male,0,1,4.878,11.645,"Congenital cataracts, hearing loss, and neurodegeneration"
2077,D-Fructose,HMDB0000660,Both,18,64,8.2,15.8,Diabetes
2079,L-Thyronine,HMDB0000667,Both,18,64,0.32,0.36000000000000004,Amyotrophic lateral sclerosis
2080,Homo-L-arginine,HMDB0000670,Both,18,64,0.95,2.3499999999999996,Cirrhosis
2081,Linoleic acid,HMDB0000673,Female,18,64,19.81,25.41,Gestational diabetes mellitus (GDM)
2082,Linoleic acid,HMDB0000673,Both,18,64,259.4,1512.6,Cirrhosis
2085,Linoleic acid,HMDB0000673,Both,18,64,110.9,240.9,Hypertension
2086,Linoleic acid,HMDB0000673,Both,18,64,147.0,171.0,Schizophrenia
2087,Linoleic acid,HMDB0000673,Not Specified,18,64,2302.7999999999997,3290.6,Isovaleric acidemia
2088,Linoleic acid,HMDB0000673,Male,18,64,103.2,230.8,Essential hypertension
2089,Linoleic acid,HMDB0000673,Female,18,64,130.79999999999998,259.6,Essential hypertension
2095,Isovalerylglycine,HMDB0000678,Both,0,0.003,1.3,80.0,Isovaleric acidemia 
2096,Indoxyl sulfate,HMDB0000682,Both,18,64,8.91,33.31,uremia
2097,L-Kynurenine,HMDB0000684,Both,18,64,2.188,2.512,Schizophrenia
2098,L-Kynurenine,HMDB0000684,Both,1,13,2.09,3.58,Environmental enteric dysfunction
2100,Isoursodeoxycholic acid,HMDB0000686,Both,18,64,0.3,5.0,Biliary cirrhosis
2101,L-Leucine,HMDB0000687,Female,18,64,32.699999999999996,101.9,Down syndrome pregnancy
2102,L-Leucine,HMDB0000687,Female,18,64,13.100000000000001,106.9,Pregnancy
2103,L-Leucine,HMDB0000687,Both,18,64,40.5,109.1,Heart Transplant
2105,L-Leucine,HMDB0000687,Both,0,0.003,66.0,161.0,Phenylketonuria
2107,L-Leucine,HMDB0000687,Female,18,64,48.95,96.95,Pregnancy with fetuses with trisomy 18
2108,L-Leucine,HMDB0000687,Female,18,64,30.999999999999993,112.19999999999999,Pregnancy
2110,L-Leucine,HMDB0000687,Not Specified,1,13,78.0,653.8,Maple syrup urine disease
2111,L-Leucine,HMDB0000687,Female,18,64,52.0,83.0,Early preeclampsia
2112,L-Leucine,HMDB0000687,Female,18,64,22.0,171.8,Pregnancy
2113,L-Leucine,HMDB0000687,Male,1,13,15.0,76.0,Lipoyltransferase 1 Deficiency
2114,L-Leucine,HMDB0000687,Male,18,64,141.0,201.0,Schizophrenia
2115,L-Leucine,HMDB0000687,Female,18,64,115.0,167.0,Schizophrenia
2117,L-Leucine,HMDB0000687,Female,13,18,18.0,46.0,Branched-chain Keto Acid Dehydrogenase Kinase Deficiency
2118,L-Leucine,HMDB0000687,Female,18,64,20.0,46.0,Branched-chain Keto Acid Dehydrogenase Kinase Deficiency
2119,L-Leucine,HMDB0000687,Both,1,13,15.0,113.0,Branched-chain Keto Acid Dehydrogenase Kinase Deficiency
2120,L-Leucine,HMDB0000687,Both,1,13,116.4,167.3,Environmental enteric dysfunction
2121,L-Leucine,HMDB0000687,Female,18,64,50.699999999999996,96.78,Pregnancy with fetus having congenital heart defect
2122,L-Leucine,HMDB0000687,Female,18,64,53.16,85.94,Pregnancy
2123,L-Leucine,HMDB0000687,Female,18,64,16.0,213.0,Late-onset preeclampsia
2124,L-Leucine,HMDB0000687,Female,18,64,25.199999999999996,149.0,Pregnancy
2125,L-Leucine,HMDB0000687,Both,18,64,89.3,100.0,Epilepsy
2126,L-Leucine,HMDB0000687,Both,18,64,263.0,283.0,Heart failure
2127,L-Leucine,HMDB0000687,Both,18,64,97.8,108.0,Epilepsy
2128,L-Leucine,HMDB0000687,Both,0,0.003,643.0,667.0,Maple syrup urine disease (MSUD)
2129,Isovalerylcarnitine,HMDB0000688,Both,18,64,0.101,0.121,Celiac disease
2131,Isovalerylcarnitine,HMDB0000688,Both,18,64,0.022,0.068,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)
2132,Malonic acid,HMDB0000691,Female,18,64,6.6,20.799999999999997,Down syndrome pregnancy
2133,Malonic acid,HMDB0000691,Female,18,64,6.100000000000001,25.5,Pregnancy
2134,Malonic acid,HMDB0000691,Both,18,64,9.900000000000006,201.5,Heart Transplant
2135,Malonic acid,HMDB0000691,Female,18,64,7.300000000000001,22.3,Pregnancy with fetuses with trisomy 18
2136,Malonic acid,HMDB0000691,Female,18,64,6.5,23.5,Pregnancy
2138,Malonic acid,HMDB0000691,Female,18,64,10.100000000000001,23.5,Early preeclampsia
2139,Malonic acid,HMDB0000691,Female,18,64,9.099999999999998,28.7,Pregnancy
2140,Malonic acid,HMDB0000691,Female,18,64,8.96,14.719999999999999,Pregnancy with fetus having congenital heart defect
2141,Malonic acid,HMDB0000691,Female,18,64,8.11,14.11,Pregnancy
2142,Malonic acid,HMDB0000691,Both,18,64,2.1,5.5,Combined malonic and methylmalonic aciduria
2143,Fe2+,HMDB0000692,Both,18,64,7134.0,10128.0,Multiple sclerosis
2144,Fe2+,HMDB0000692,Both,18,64,12.400000000000002,27.8,Parkinson's disease
2145,Fe2+,HMDB0000692,Both,65,99,8.600000000000001,24.0,Alzheimer's disease
2146,Heparan sulfate,HMDB0000693,Both,18,64,1.4,6.1,Liver disease with gastrointestinal bleeding
2147,L-2-Hydroxyglutaric acid,HMDB0000694,Both,18,64,34.0,60.0,L-2-hydroxyglutaric aciduria
2149,L-2-Hydroxyglutaric acid,HMDB0000694,Both,0,1,1.1,3.0,"Combined D,L-2-hydroxyglutaric aciduria"
2150,L-2-Hydroxyglutaric acid,HMDB0000694,Female,0,1,27.0,62.0,L-2-Hydroxyglutaric aciduria
2154,L-Methionine,HMDB0000696,Both,1,13,20.200000000000003,31.0,Obesity
2155,L-Methionine,HMDB0000696,Both,1,13,22.0,37.0,Obesity
2156,L-Methionine,HMDB0000696,Female,1,13,100.0,800.0,Methionine adenosyltransferase deficiency
2157,L-Methionine,HMDB0000696,Both,18,64,17.0,18.6,Epilepsy
2158,L-Methionine,HMDB0000696,Both,0,1,244.0,1270.0,Methionine adenosyltransferase deficiency
2159,L-Methionine,HMDB0000696,Female,18,64,18.1,31.9,Down syndrome pregnancy
2160,L-Methionine,HMDB0000696,Female,18,64,21.1,44.1,Pregnancy
2161,L-Methionine,HMDB0000696,Male,1,13,477.0,784.0,Hypermethioninemia
2163,L-Methionine,HMDB0000696,Both,18,64,7.800000000000001,26.8,Heart Transplant
2169,L-Methionine,HMDB0000696,Female,18,64,13.099999999999998,27.2,Pregnancy with fetuses with trisomy 18
2170,L-Methionine,HMDB0000696,Female,18,64,14.83,37.35,Pregnancy
2171,L-Methionine,HMDB0000696,Female,18,64,16.400000000000002,24.8,Early preeclampsia
2173,L-Methionine,HMDB0000696,Female,18,64,16.4,30.6,Pregnancy
2176,L-Methionine,HMDB0000696,Male,18,64,0,6.0,Methylenetetrahydrofolate reductase deficiency
2177,L-Methionine,HMDB0000696,Both,0,0.003,20.0,273.0,S-Adenosylhomocysteine hydrolase deficiency
2178,L-Methionine,HMDB0000696,Female,1,13,230.0,1000.0,S-Adenosylhomocysteine hydrolase deficiency
2179,L-Methionine,HMDB0000696,Female,1,13,37.0,400.0,S-Adenosylhomocysteine hydrolase deficiency
2180,L-Methionine,HMDB0000696,Male,1,13,815.0,1247.0,Glycine N-Methyltransferase deficiency
2181,L-Methionine,HMDB0000696,Both,1,13,23.0,35.0,Obese
2182,L-Methionine,HMDB0000696,Both,1,13,21.0,39.0,Obese
2183,L-Methionine,HMDB0000696,Both,1,13,21.0,33.0,Obese
2184,L-Methionine,HMDB0000696,Both,1,13,23.0,37.0,Obese
2185,L-Methionine,HMDB0000696,Male,18,64,20.0,34.0,Schizophrenia
2186,L-Methionine,HMDB0000696,Female,18,64,19.0,33.0,Schizophrenia
2188,L-Methionine,HMDB0000696,Both,1,13,19.4,28.7,Environmental enteric dysfunction
2189,L-Methionine,HMDB0000696,Both,1,13,0.0,18.0,Homocystinuria
2190,L-Methionine,HMDB0000696,Female,18,64,11.6,21.08,Pregnancy with fetus having congenital heart defect
2191,L-Methionine,HMDB0000696,Female,18,64,10.64,19.96,Pregnancy
2192,L-Methionine,HMDB0000696,Female,18,64,17.299999999999997,32.1,Late-onset preeclampsia
2193,L-Methionine,HMDB0000696,Female,18,64,17.1,30.1,Pregnancy
2195,L-Methionine,HMDB0000696,Both,0,0.003,229.0,465.0,"Citrullinemia type II, neonatal-onset"
2197,L-Methionine,HMDB0000696,Both,1,13,20.740000000000002,34.36,Obese
2198,L-Methionine,HMDB0000696,Both,18,64,408.0,422.0,Heart failure
2199,1-Methylnicotinamide,HMDB0000699,Both,18,64,0.099,0.851,Cirrhosis
2203,Glycoursodeoxycholic acid,HMDB0000708,Both,0,1,0.0,0.5,Severe acute malnutrition
2205,4-Hydroxybutyric acid,HMDB0000710,Male,0,1,2110.0,2920.0,Succinic semialdehyde dehydrogenase deficiency
2206,Hippuric acid,HMDB0000714,Both,18,64,142.32,831.04,uremia
2208,Hippuric acid,HMDB0000714,Both,18,64,754.1899999999999,2005.5859999999998,Uremia
2209,Kynurenic acid,HMDB0000715,Both,18,64,0.4,1.2000000000000002,uremia
2211,L-Pipecolic acid,HMDB0000716,Both,18,64,6.6,12.799999999999999,Zellweger syndrome
2212,L-Pipecolic acid,HMDB0000716,Both,0,0.003,2.0,128.0,Adrenoleukodystrophy (ALD)
2214,Glycylproline,HMDB0000721,Both,65,99,0.19,0.27,Alzheimer's disease
2216,4-Hydroxyproline,HMDB0000725,Both,65,99,4.99,6.33,Alzheimer's disease
2217,4-Hydroxyproline,HMDB0000725,Both,18,64,31.299999999999997,56.3,Hemodialysis
2218,4-Hydroxyproline,HMDB0000725,Both,18,64,12.9,41.1,Hemodialysis
2221,4-Hydroxyproline,HMDB0000725,Both,18,64,4.93,6.27,Alzheimer's disease
2224,Cysteine-S-sulfate,HMDB0000731,Not Specified,1,13,10.0,40.0,Sulphite oxidase deficiency
2225,Hyodeoxycholic acid,HMDB0000733,Both,18,64,0.0,0.2,Biliary cirrhosis
2226,Isobutyryl-L-carnitine,HMDB0000736,Both,18,64,0.009,0.084,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)
2227,Lactulose,HMDB0000740,Both,18,64,0.26,0.79,Celiac disease
2228,Homocysteine,HMDB0000742,Not Specified,18,64,8.2,28.2,Dementia (Alzheimer's and non-Alzheimer's)
2229,Homocysteine,HMDB0000742,Not Specified,18,64,7.6,14.4,Multiple sclerosis
2230,Homocysteine,HMDB0000742,Not Specified,18,64,7.0,17.4,Stroke
2231,Homocysteine,HMDB0000742,Not Specified,18,64,7.0,19.1,Peripheral neuropathy
2234,Homocysteine,HMDB0000742,Both,18,64,18.5,25.7,Chronic renal failure
2236,Homocysteine,HMDB0000742,Both,18,64,16.9,32.6,Continuous ambulatory peritoneal dialysis (CAPD)
2237,Homocysteine,HMDB0000742,Both,18,64,25.7,38.2,Hemodialysis
2238,Homocysteine,HMDB0000742,Male,0,1,0,0.7,Sulfite oxidase deficiency
2239,Homocysteine,HMDB0000742,Both,18,64,53.269999999999996,84.33,uremia
2241,Homocysteine,HMDB0000742,Both,18,64,7.5,17.5,Sickle cell anemia
2243,Homocysteine,HMDB0000742,Female,0,0.003,0,1.0,Molybdenum cofactor deficiency
2245,Homocysteine,HMDB0000742,Both,18,64,48.147999999999996,71.852,Uremia
2246,Homocysteine,HMDB0000742,Both,1,13,50.0,200.0,Cystathionine beta-synthase deficiency
2247,Homocysteine,HMDB0000742,Both,18,64,4.8,7.4,Homocystinuria
2248,Homocysteine,HMDB0000742,Not Specified,18,64,7.41,11.030000000000001,Cruetzfeldt-Jakob disease
2250,Homocysteine,HMDB0000742,Both,18,64,10.469999999999999,17.41,Amyotrophic lateral sclerosis
2251,Homocysteine,HMDB0000742,Both,18,64,10.0,21.5,Progressive supranuclear palsy
2254,L-3-Phenyllactic acid,HMDB0000748,Both,1,13,0.0,82.9,Phenylketonuria
2255,3-Hydroxymandelic acid,HMDB0000750,Both,18,64,670.0,1030.0,Kidney disease
2256,L-Xylulose,HMDB0000751,Both,18,64,0.0,10.0,Ribose-5-phosphate isomerase deficiency
2257,3-Hydroxyisovaleric acid,HMDB0000754,Both,18,64,0.0,19.0,Biotinidase deficiency
2258,3-Hydroxyisovaleric acid,HMDB0000754,Both,1,13,10.0,166.0,Biotinidase deficiency
2259,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,3.2,11.559999999999999,Pregnancy with fetuses with trisomy 18
2260,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,1.4000000000000004,9.08,Pregnancy
2261,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,7.499999999999999,10.899999999999999,Early preeclampsia
2262,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,4.5,10.7,Pregnancy
2264,3-Hydroxyisovaleric acid,HMDB0000754,Both,18,64,10.0,20.0,3-Methylglutaconic aciduria type I
2265,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,3.2,9.8,Late-onset preeclampsia
2266,3-Hydroxyisovaleric acid,HMDB0000754,Female,18,64,2.2,7.2,Pregnancy
2268,Hexanoylcarnitine,HMDB0000756,Both,18,64,0.055999999999999994,0.064,Celiac disease
2271,Hexanoylcarnitine,HMDB0000756,Both,1,13,0.034999999999999996,0.067,Obesity
2272,Hexanoylcarnitine,HMDB0000756,Both,1,13,0.033,0.083,Obesity
2273,Hexanoylcarnitine,HMDB0000756,Both,18,64,0.0,0.004,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)
2274,Lithocholic acid,HMDB0000761,Both,18,64,0.5,3.0,Biliary cirrhosis
2275,Lithocholic acid,HMDB0000761,Both,0,0.003,0.07,0.15,Extrahepatic biliary atresia (EHBA)
2276,Lithocholic acid,HMDB0000761,Both,18,64,0.09,0.13,Cystic fibrosis
2277,Lithocholic acid,HMDB0000761,Both,1,13,0.09,0.23,Cystic fibrosis
2278,5-Hydroxyindoleacetic acid,HMDB0000763,Male,18,64,0.0345,0.0605,Schizophrenia
2279,5-Hydroxyindoleacetic acid,HMDB0000763,Female,18,64,0.030900000000000004,0.0589,Schizophrenia
2281,Hydrocinnamic acid,HMDB0000764,Both,18,64,0.0,1.0,Prostate Cancer
2282,Mannitol,HMDB0000765,Both,18,64,1.14,2.12,Cytochrome C oxidase deficiency
2283,Mannitol,HMDB0000765,Both,18,64,5.494,280.22,Uremia
2284,Mannitol,HMDB0000765,Both,18,64,0.0,5.0,Ribose-5-phosphate isomerase deficiency
2285,Pseudouridine,HMDB0000767,Not Specified,0.03,6,-34.016,141.394,Uremia
2286,Pseudouridine,HMDB0000767,Both,18,64,12.979999999999999,20.419999999999998,Canavan disease
2289,Phenyllactic acid,HMDB0000779,Both,1,13,0.0,82.9,Phenylketonuria
2292,Orotidine,HMDB0000788,Both,18,64,23.263999999999996,117.014,Uremia
2293,L-Octanoylcarnitine,HMDB0000791,Both,18,64,0.07999999999999999,0.092,Celiac disease
2296,L-Octanoylcarnitine,HMDB0000791,Female,18,64,0.050609999999999995,0.13799,Pregnancy with fetus having congenital heart defect
2297,L-Octanoylcarnitine,HMDB0000791,Both,18,64,0.18,0.34,Heart failure with preserved ejection fraction
2298,L-Octanoylcarnitine,HMDB0000791,Female,18,64,0.08079999999999998,0.18,Pregnancy
2299,L-Octanoylcarnitine,HMDB0000791,Both,18,64,0.014,0.034,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD)
2300,L-Octanoylcarnitine,HMDB0000791,Both,1,13,0.10700000000000001,0.17300000000000001,Obesity
2301,L-Octanoylcarnitine,HMDB0000791,Both,1,13,0.091,0.229,Obesity
2302,Sebacic acid,HMDB0000792,Female,0,1,0.7,3.7,3-Hydroxydicarboxylic aciduria
2303,Pristanic acid,HMDB0000795,Both,0,0.003,0.0,3.0,"Adrenoleukodystrophy, neonatal"
2309,Pristanic acid,HMDB0000795,Female,1,13,1.01,51.96,Peroxisomal biogenesis disorder
2310,Pristanic acid,HMDB0000795,Female,0,0.003,16.1,24.8,Peroxisomal biogenesis disorder
2311,Phytanic acid,HMDB0000801,Both,18,64,27.5,53.0,Infantile Refsum disease
2312,Phytanic acid,HMDB0000801,Both,1,13,64.0,80.0,Adrenoleukodystrophy (ALD)
2313,Phytanic acid,HMDB0000801,Both,18,64,46.0,1127.0,Refsum's Disease
2320,Phytanic acid,HMDB0000801,Not Specified,18,64,0.0,2335.773,Classicle Refsum's disease
2321,Phytanic acid,HMDB0000801,Not Specified,0,0.003,0.0,50.3,Neonatal adrenoleukodystrophy
2322,Phytanic acid,HMDB0000801,Male,1,13,26.557,30.717,"Peroxisomal disorders, new type, liver"
2323,Phytanic acid,HMDB0000801,Both,1,13,3.2,1391.865,Zellweger syndrome
2324,Phytanic acid,HMDB0000801,Not Specified,1,13,3.2,15.998,"Adrenoleukodystrophy, X-linked"
2325,Phytanic acid,HMDB0000801,Female,1,13,34.8,274.0,Peroxisomal biogenesis disorder
2326,Phytanic acid,HMDB0000801,Not Specified,1,13,399.961,479.953,"Refsum disease, infantile"
2327,Phytanic acid,HMDB0000801,Female,0,0.003,6.4,34.8,Peroxisomal biogenesis disorder
2328,Phytanic acid,HMDB0000801,Both,0,0.003,9.599,28.797,Neonatal adrenoleukodystrophy
2329,Phytanic acid,HMDB0000801,Not Specified,1,13,9.599,67.193,"Refsum disease, juvenile"
2330,Phytanic acid,HMDB0000801,Both,0,1,9.599,86.392,Zellweger syndrome
2332,Phytanic acid,HMDB0000801,Both,1,13,0.0,6.4,Pseudoneonatal adrenoleukodystrophy
2335,N-Acetyl-L-aspartic acid,HMDB0000812,Not Specified,1,13,920.0,1370.0,Canavan disease
2336,N-Acetyl-L-aspartic acid,HMDB0000812,Both,18,64,-2.6099999999999994,36.53,Canavan disease
2338,Propionylcarnitine,HMDB0000824,Both,18,64,0.23299999999999998,0.261,Celiac disease
