,Accession,Disease_id,Disease_name
13877,HMDB0000158,13878,Early preeclampsia
13878,HMDB0000158,13879,Pregnancy
13879,HMDB0000158,13880,Late-onset preeclampsia
13880,HMDB0000158,13881,Fumarase deficiency
13881,HMDB0000158,13882,Tyrosinemia
13882,HMDB0000158,13883,Tyrosinemia I
13883,HMDB0000158,13884,Hypermethioninemia
13884,HMDB0000158,13885,Hawkinsinuria
13885,HMDB0000158,13886,Obesity
13886,HMDB0000158,13887,"Citrullinemia type II, neonatal-onset"
13887,HMDB0000158,13888,Hypothyroidism
13888,HMDB0000158,13889,Leukemia
13889,HMDB0000158,13890,Irritable bowel syndrome
13890,HMDB0000158,13891,Ulcerative colitis
13891,HMDB0000158,13892,Autism
13892,HMDB0000158,13893,Crohn's disease
13893,HMDB0000158,13894,Perillyl alcohol administration for cancer treatment
13894,HMDB0000158,13895,Pancreatic cancer
13895,HMDB0000158,13896,Periodontal disease
13896,HMDB0000158,13897,Frontotemporal dementia
13897,HMDB0000158,13898,Lewy body disease
13898,HMDB0000158,13899,Attachment loss
13899,HMDB0000158,13900,Missing teeth
13900,HMDB0000158,13901,Periodontal Probing Depth
13901,HMDB0000158,13902,Cachexia
13902,HMDB0000158,13903,Eosinophilic esophagitis
13903,HMDB0000158,13904,Epilepsy
13904,HMDB0000158,13905,Myocardial infarction
13905,HMDB0000158,13906,Viral infection
13906,HMDB0000158,13907,Schizophrenia
13907,HMDB0000158,13908,Alzheimer's disease
13908,HMDB0000158,13909,Colorectal cancer
13909,HMDB0000158,13910,Early preeclampsia
13910,HMDB0000158,13911,Pregnancy
13911,HMDB0000158,13912,Late-onset preeclampsia
13912,HMDB0000158,13913,Fumarase deficiency
13913,HMDB0000158,13914,Tyrosinemia
13914,HMDB0000158,13915,Tyrosinemia I
13915,HMDB0000158,13916,Hypermethioninemia
13916,HMDB0000158,13917,Hawkinsinuria
13917,HMDB0000158,13918,Obesity
13918,HMDB0000158,13919,"Citrullinemia type II, neonatal-onset"
13919,HMDB0000158,13920,Hypothyroidism
13920,HMDB0000158,13921,Leukemia
13921,HMDB0000158,13922,Irritable bowel syndrome
13922,HMDB0000158,13923,Ulcerative colitis
13923,HMDB0000158,13924,Autism
13924,HMDB0000158,13925,Crohn's disease
13925,HMDB0000158,13926,Perillyl alcohol administration for cancer treatment
13926,HMDB0000158,13927,Pancreatic cancer
13927,HMDB0000158,13928,Periodontal disease
13928,HMDB0000158,13929,Frontotemporal dementia
13929,HMDB0000158,13930,Lewy body disease
13930,HMDB0000158,13931,Attachment loss
13931,HMDB0000158,13932,Missing teeth
13932,HMDB0000158,13933,Periodontal Probing Depth
13933,HMDB0000158,13934,Cachexia
13934,HMDB0000158,13935,Eosinophilic esophagitis
13935,HMDB0000158,13936,Epilepsy
13936,HMDB0000158,13937,Myocardial infarction
13937,HMDB0000158,13938,Viral infection
13938,HMDB0000158,13939,Schizophrenia
13939,HMDB0000158,13940,Alzheimer's disease
13940,HMDB0000158,13941,Colorectal cancer
13941,HMDB0000158,13942,Early preeclampsia
13942,HMDB0000158,13943,Pregnancy
13943,HMDB0000158,13944,Late-onset preeclampsia
13944,HMDB0000158,13945,Fumarase deficiency
13945,HMDB0000158,13946,Tyrosinemia
13946,HMDB0000158,13947,Tyrosinemia I
13947,HMDB0000158,13948,Hypermethioninemia
13948,HMDB0000158,13949,Hawkinsinuria
13949,HMDB0000158,13950,Obesity
13950,HMDB0000158,13951,"Citrullinemia type II, neonatal-onset"
13951,HMDB0000158,13952,Hypothyroidism
13952,HMDB0000158,13953,Leukemia
13953,HMDB0000158,13954,Irritable bowel syndrome
13954,HMDB0000158,13955,Ulcerative colitis
13955,HMDB0000158,13956,Autism
13956,HMDB0000158,13957,Crohn's disease
13957,HMDB0000158,13958,Perillyl alcohol administration for cancer treatment
13958,HMDB0000158,13959,Pancreatic cancer
13959,HMDB0000158,13960,Periodontal disease
13960,HMDB0000158,13961,Frontotemporal dementia
13961,HMDB0000158,13962,Lewy body disease
13962,HMDB0000158,13963,Attachment loss
13963,HMDB0000158,13964,Missing teeth
13964,HMDB0000158,13965,Periodontal Probing Depth
13965,HMDB0000158,13966,Cachexia
13966,HMDB0000158,13967,Eosinophilic esophagitis
13967,HMDB0000159,13968,Epilepsy
13968,HMDB0000159,13969,Dengue fever
13969,HMDB0000159,13970,Myocardial infarction
13970,HMDB0000159,13971,Maple syrup urine disease
13971,HMDB0000159,13972,Bacterial infections
13972,HMDB0000159,13973,Viral infection
13973,HMDB0000159,13974,Phenylketonuria
13974,HMDB0000159,13975,Alzheimer's disease
13975,HMDB0000159,13976,Early preeclampsia
13976,HMDB0000159,13977,Pregnancy
13977,HMDB0000159,13978,Late-onset preeclampsia
13978,HMDB0000159,13979,Obesity
13979,HMDB0000159,13980,Pterin-4a carbinolamine dehydratase deficiency
13980,HMDB0000159,13981,Guanosine triphosphate cyclohydrolase deficiency
13981,HMDB0000159,13982,6-Pyruvoyltetrahydropterin synthase deficiency
13982,HMDB0000159,13983,Hypothyroidism
13983,HMDB0000159,13984,Leukemia
13984,HMDB0000159,13985,Schizophrenia
13985,HMDB0000159,13986,Irritable bowel syndrome
13986,HMDB0000159,13987,Ulcerative colitis
13987,HMDB0000159,13988,Colorectal cancer
13988,HMDB0000159,13989,Autism
13989,HMDB0000159,13990,Crohn's disease
13990,HMDB0000159,13991,Gout
13991,HMDB0000159,13992,Rheumatoid arthritis
13992,HMDB0000159,13993,Perillyl alcohol administration for cancer treatment
13993,HMDB0000159,13994,Pancreatic cancer
13994,HMDB0000159,13995,Periodontal disease
13995,HMDB0000159,13996,Frontotemporal dementia
13996,HMDB0000159,13997,Lewy body disease
13997,HMDB0000159,13998,Attachment loss
13998,HMDB0000159,13999,Periodontal Probing Depth
13999,HMDB0000159,14000,Eosinophilic esophagitis
14000,HMDB0000159,14001,Epilepsy
14001,HMDB0000159,14002,Dengue fever
14002,HMDB0000159,14003,Myocardial infarction
14003,HMDB0000159,14004,Maple syrup urine disease
14004,HMDB0000159,14005,Bacterial infections
14005,HMDB0000159,14006,Viral infection
14006,HMDB0000159,14007,Phenylketonuria
14007,HMDB0000159,14008,Alzheimer's disease
14008,HMDB0000159,14009,Early preeclampsia
14009,HMDB0000159,14010,Pregnancy
14010,HMDB0000159,14011,Late-onset preeclampsia
14011,HMDB0000159,14012,Obesity
14012,HMDB0000159,14013,Pterin-4a carbinolamine dehydratase deficiency
14013,HMDB0000159,14014,Guanosine triphosphate cyclohydrolase deficiency
14014,HMDB0000159,14015,6-Pyruvoyltetrahydropterin synthase deficiency
14015,HMDB0000159,14016,Hypothyroidism
14016,HMDB0000159,14017,Leukemia
14017,HMDB0000159,14018,Schizophrenia
14018,HMDB0000159,14019,Irritable bowel syndrome
14019,HMDB0000159,14020,Ulcerative colitis
14020,HMDB0000159,14021,Colorectal cancer
14021,HMDB0000159,14022,Autism
14022,HMDB0000159,14023,Crohn's disease
14023,HMDB0000159,14024,Gout
14024,HMDB0000159,14025,Rheumatoid arthritis
14025,HMDB0000159,14026,Perillyl alcohol administration for cancer treatment
14026,HMDB0000159,14027,Pancreatic cancer
14027,HMDB0000159,14028,Periodontal disease
14028,HMDB0000159,14029,Frontotemporal dementia
14029,HMDB0000159,14030,Lewy body disease
14030,HMDB0000159,14031,Attachment loss
14031,HMDB0000159,14032,Periodontal Probing Depth
14032,HMDB0000159,14033,Eosinophilic esophagitis
14033,HMDB0000159,14034,Epilepsy
14034,HMDB0000159,14035,Dengue fever
14035,HMDB0000159,14036,Myocardial infarction
14036,HMDB0000159,14037,Maple syrup urine disease
14037,HMDB0000159,14038,Bacterial infections
14038,HMDB0000159,14039,Viral infection
14039,HMDB0000159,14040,Phenylketonuria
14040,HMDB0000159,14041,Alzheimer's disease
14041,HMDB0000159,14042,Early preeclampsia
14042,HMDB0000159,14043,Pregnancy
14043,HMDB0000159,14044,Late-onset preeclampsia
14044,HMDB0000159,14045,Obesity
14045,HMDB0000159,14046,Pterin-4a carbinolamine dehydratase deficiency
14046,HMDB0000159,14047,Guanosine triphosphate cyclohydrolase deficiency
14047,HMDB0000159,14048,6-Pyruvoyltetrahydropterin synthase deficiency
14048,HMDB0000159,14049,Hypothyroidism
14049,HMDB0000159,14050,Leukemia
14050,HMDB0000159,14051,Schizophrenia
14051,HMDB0000159,14052,Irritable bowel syndrome
14052,HMDB0000159,14053,Ulcerative colitis
14053,HMDB0000159,14054,Colorectal cancer
14054,HMDB0000159,14055,Autism
14055,HMDB0000159,14056,Crohn's disease
14056,HMDB0000159,14057,Gout
14057,HMDB0000159,14058,Rheumatoid arthritis
14058,HMDB0000159,14059,Perillyl alcohol administration for cancer treatment
14059,HMDB0000159,14060,Pancreatic cancer
14060,HMDB0000159,14061,Periodontal disease
14061,HMDB0000159,14062,Frontotemporal dementia
14062,HMDB0000159,14063,Lewy body disease
14063,HMDB0000159,14064,Attachment loss
14064,HMDB0000159,14065,Periodontal Probing Depth
14065,HMDB0000159,14066,Eosinophilic esophagitis
14066,HMDB0000159,14067,Epilepsy
14067,HMDB0000159,14068,Dengue fever
14068,HMDB0000159,14069,Myocardial infarction
14069,HMDB0000159,14070,Maple syrup urine disease
14070,HMDB0000159,14071,Bacterial infections
14071,HMDB0000159,14072,Viral infection
14072,HMDB0000159,14073,Phenylketonuria
14073,HMDB0000159,14074,Alzheimer's disease
14074,HMDB0000159,14075,Early preeclampsia
14075,HMDB0000159,14076,Pregnancy
14076,HMDB0000159,14077,Late-onset preeclampsia
14077,HMDB0000159,14078,Obesity
14078,HMDB0000159,14079,Pterin-4a carbinolamine dehydratase deficiency
14079,HMDB0000159,14080,Guanosine triphosphate cyclohydrolase deficiency
14080,HMDB0000159,14081,6-Pyruvoyltetrahydropterin synthase deficiency
14081,HMDB0000159,14082,Hypothyroidism
14082,HMDB0000159,14083,Leukemia
14083,HMDB0000159,14084,Schizophrenia
14084,HMDB0000159,14085,Irritable bowel syndrome
14085,HMDB0000159,14086,Ulcerative colitis
14086,HMDB0000159,14087,Colorectal cancer
14087,HMDB0000159,14088,Autism
14088,HMDB0000159,14089,Crohn's disease
14089,HMDB0000159,14090,Gout
14090,HMDB0000159,14091,Rheumatoid arthritis
14091,HMDB0000159,14092,Perillyl alcohol administration for cancer treatment
14092,HMDB0000159,14093,Pancreatic cancer
14093,HMDB0000159,14094,Periodontal disease
14094,HMDB0000159,14095,Frontotemporal dementia
14095,HMDB0000159,14096,Lewy body disease
14096,HMDB0000159,14097,Attachment loss
14097,HMDB0000159,14098,Periodontal Probing Depth
14098,HMDB0000159,14099,Eosinophilic esophagitis
14099,HMDB0000159,14100,Epilepsy
14100,HMDB0000159,14101,Dengue fever
14101,HMDB0000159,14102,Myocardial infarction
14102,HMDB0000159,14103,Maple syrup urine disease
14103,HMDB0000159,14104,Bacterial infections
14104,HMDB0000159,14105,Viral infection
14105,HMDB0000159,14106,Phenylketonuria
14106,HMDB0000159,14107,Alzheimer's disease
14107,HMDB0000159,14108,Early preeclampsia
14108,HMDB0000159,14109,Pregnancy
14109,HMDB0000159,14110,Late-onset preeclampsia
14110,HMDB0000159,14111,Obesity
14111,HMDB0000159,14112,Pterin-4a carbinolamine dehydratase deficiency
14112,HMDB0000159,14113,Guanosine triphosphate cyclohydrolase deficiency
14113,HMDB0000159,14114,6-Pyruvoyltetrahydropterin synthase deficiency
14114,HMDB0000159,14115,Hypothyroidism
14115,HMDB0000159,14116,Leukemia
14116,HMDB0000159,14117,Schizophrenia
14117,HMDB0000159,14118,Irritable bowel syndrome
14118,HMDB0000159,14119,Ulcerative colitis
14119,HMDB0000159,14120,Colorectal cancer
14120,HMDB0000159,14121,Autism
14121,HMDB0000159,14122,Crohn's disease
14122,HMDB0000159,14123,Gout
14123,HMDB0000159,14124,Rheumatoid arthritis
14124,HMDB0000159,14125,Perillyl alcohol administration for cancer treatment
14125,HMDB0000159,14126,Pancreatic cancer
14126,HMDB0000159,14127,Periodontal disease
14127,HMDB0000159,14128,Frontotemporal dementia
14128,HMDB0000159,14129,Lewy body disease
14129,HMDB0000159,14130,Attachment loss
14130,HMDB0000159,14131,Periodontal Probing Depth
14131,HMDB0000159,14132,Eosinophilic esophagitis
14132,HMDB0000159,14133,Epilepsy
14133,HMDB0000159,14134,Dengue fever
14134,HMDB0000159,14135,Myocardial infarction
14135,HMDB0000159,14136,Maple syrup urine disease
14136,HMDB0000159,14137,Bacterial infections
14137,HMDB0000159,14138,Viral infection
14138,HMDB0000159,14139,Phenylketonuria
14139,HMDB0000159,14140,Alzheimer's disease
14140,HMDB0000159,14141,Early preeclampsia
14141,HMDB0000159,14142,Pregnancy
14142,HMDB0000159,14143,Late-onset preeclampsia
14143,HMDB0000159,14144,Obesity
14144,HMDB0000159,14145,Pterin-4a carbinolamine dehydratase deficiency
14145,HMDB0000159,14146,Guanosine triphosphate cyclohydrolase deficiency
14146,HMDB0000159,14147,6-Pyruvoyltetrahydropterin synthase deficiency
14147,HMDB0000159,14148,Hypothyroidism
14148,HMDB0000159,14149,Leukemia
14149,HMDB0000159,14150,Schizophrenia
14150,HMDB0000159,14151,Irritable bowel syndrome
14151,HMDB0000159,14152,Ulcerative colitis
14152,HMDB0000159,14153,Colorectal cancer
14153,HMDB0000159,14154,Autism
14154,HMDB0000159,14155,Crohn's disease
14155,HMDB0000159,14156,Gout
14156,HMDB0000159,14157,Rheumatoid arthritis
14157,HMDB0000159,14158,Perillyl alcohol administration for cancer treatment
14158,HMDB0000159,14159,Pancreatic cancer
14159,HMDB0000159,14160,Periodontal disease
14160,HMDB0000159,14161,Frontotemporal dementia
14161,HMDB0000159,14162,Lewy body disease
14162,HMDB0000159,14163,Attachment loss
14163,HMDB0000159,14164,Periodontal Probing Depth
14164,HMDB0000159,14165,Eosinophilic esophagitis
14165,HMDB0000159,14166,Epilepsy
14166,HMDB0000159,14167,Dengue fever
14167,HMDB0000159,14168,Myocardial infarction
14168,HMDB0000159,14169,Maple syrup urine disease
14169,HMDB0000159,14170,Bacterial infections
14170,HMDB0000159,14171,Viral infection
14171,HMDB0000159,14172,Phenylketonuria
14172,HMDB0000159,14173,Alzheimer's disease
14173,HMDB0000159,14174,Early preeclampsia
14174,HMDB0000159,14175,Pregnancy
14175,HMDB0000159,14176,Late-onset preeclampsia
14176,HMDB0000159,14177,Obesity
14177,HMDB0000159,14178,Pterin-4a carbinolamine dehydratase deficiency
14178,HMDB0000159,14179,Guanosine triphosphate cyclohydrolase deficiency
14179,HMDB0000159,14180,6-Pyruvoyltetrahydropterin synthase deficiency
14180,HMDB0000159,14181,Hypothyroidism
14181,HMDB0000159,14182,Leukemia
14182,HMDB0000159,14183,Schizophrenia
14183,HMDB0000159,14184,Irritable bowel syndrome
14184,HMDB0000159,14185,Ulcerative colitis
14185,HMDB0000159,14186,Colorectal cancer
14186,HMDB0000159,14187,Autism
14187,HMDB0000159,14188,Crohn's disease
14188,HMDB0000159,14189,Gout
14189,HMDB0000159,14190,Rheumatoid arthritis
14190,HMDB0000159,14191,Perillyl alcohol administration for cancer treatment
14191,HMDB0000159,14192,Pancreatic cancer
14192,HMDB0000159,14193,Periodontal disease
14193,HMDB0000159,14194,Frontotemporal dementia
14194,HMDB0000159,14195,Lewy body disease
14195,HMDB0000159,14196,Attachment loss
14196,HMDB0000159,14197,Periodontal Probing Depth
14197,HMDB0000159,14198,Eosinophilic esophagitis
14198,HMDB0000159,14199,Epilepsy
14199,HMDB0000159,14200,Dengue fever
14200,HMDB0000159,14201,Myocardial infarction
14201,HMDB0000159,14202,Maple syrup urine disease
14202,HMDB0000159,14203,Bacterial infections
14203,HMDB0000159,14204,Viral infection
14204,HMDB0000159,14205,Phenylketonuria
14205,HMDB0000159,14206,Alzheimer's disease
14206,HMDB0000159,14207,Early preeclampsia
14207,HMDB0000159,14208,Pregnancy
14208,HMDB0000159,14209,Late-onset preeclampsia
14209,HMDB0000159,14210,Obesity
14210,HMDB0000159,14211,Pterin-4a carbinolamine dehydratase deficiency
14211,HMDB0000159,14212,Guanosine triphosphate cyclohydrolase deficiency
14212,HMDB0000159,14213,6-Pyruvoyltetrahydropterin synthase deficiency
14213,HMDB0000159,14214,Hypothyroidism
14214,HMDB0000159,14215,Leukemia
14215,HMDB0000159,14216,Schizophrenia
14216,HMDB0000159,14217,Irritable bowel syndrome
14217,HMDB0000159,14218,Ulcerative colitis
14218,HMDB0000159,14219,Colorectal cancer
14219,HMDB0000159,14220,Autism
14220,HMDB0000159,14221,Crohn's disease
14221,HMDB0000159,14222,Gout
14222,HMDB0000159,14223,Rheumatoid arthritis
14223,HMDB0000159,14224,Perillyl alcohol administration for cancer treatment
14224,HMDB0000159,14225,Pancreatic cancer
14225,HMDB0000159,14226,Periodontal disease
14226,HMDB0000159,14227,Frontotemporal dementia
14227,HMDB0000159,14228,Lewy body disease
14228,HMDB0000159,14229,Attachment loss
14229,HMDB0000159,14230,Periodontal Probing Depth
14230,HMDB0000159,14231,Eosinophilic esophagitis
14231,HMDB0000159,14232,Epilepsy
14232,HMDB0000159,14233,Dengue fever
14233,HMDB0000159,14234,Myocardial infarction
14234,HMDB0000159,14235,Maple syrup urine disease
14235,HMDB0000159,14236,Bacterial infections
14236,HMDB0000159,14237,Viral infection
14237,HMDB0000159,14238,Phenylketonuria
14238,HMDB0000159,14239,Alzheimer's disease
14239,HMDB0000159,14240,Early preeclampsia
14240,HMDB0000159,14241,Pregnancy
14241,HMDB0000159,14242,Late-onset preeclampsia
14242,HMDB0000159,14243,Obesity
14243,HMDB0000159,14244,Pterin-4a carbinolamine dehydratase deficiency
14244,HMDB0000159,14245,Guanosine triphosphate cyclohydrolase deficiency
14245,HMDB0000159,14246,6-Pyruvoyltetrahydropterin synthase deficiency
14246,HMDB0000159,14247,Hypothyroidism
14247,HMDB0000159,14248,Leukemia
14248,HMDB0000159,14249,Schizophrenia
14249,HMDB0000159,14250,Irritable bowel syndrome
14250,HMDB0000159,14251,Ulcerative colitis
14251,HMDB0000159,14252,Colorectal cancer
14252,HMDB0000159,14253,Autism
14253,HMDB0000159,14254,Crohn's disease
14254,HMDB0000159,14255,Gout
14255,HMDB0000159,14256,Rheumatoid arthritis
14256,HMDB0000159,14257,Perillyl alcohol administration for cancer treatment
14257,HMDB0000159,14258,Pancreatic cancer
14258,HMDB0000159,14259,Periodontal disease
14259,HMDB0000159,14260,Frontotemporal dementia
14260,HMDB0000159,14261,Lewy body disease
14261,HMDB0000159,14262,Attachment loss
14262,HMDB0000159,14263,Periodontal Probing Depth
14263,HMDB0000159,14264,Eosinophilic esophagitis
14264,HMDB0000159,14265,Epilepsy
14265,HMDB0000159,14266,Dengue fever
14266,HMDB0000159,14267,Myocardial infarction
14267,HMDB0000159,14268,Maple syrup urine disease
14268,HMDB0000159,14269,Bacterial infections
14269,HMDB0000159,14270,Viral infection
14270,HMDB0000159,14271,Phenylketonuria
14271,HMDB0000159,14272,Alzheimer's disease
14272,HMDB0000159,14273,Early preeclampsia
14273,HMDB0000159,14274,Pregnancy
14274,HMDB0000159,14275,Late-onset preeclampsia
14275,HMDB0000159,14276,Obesity
14276,HMDB0000159,14277,Pterin-4a carbinolamine dehydratase deficiency
14277,HMDB0000159,14278,Guanosine triphosphate cyclohydrolase deficiency
14278,HMDB0000159,14279,6-Pyruvoyltetrahydropterin synthase deficiency
14279,HMDB0000159,14280,Hypothyroidism
14280,HMDB0000159,14281,Leukemia
14281,HMDB0000159,14282,Schizophrenia
14282,HMDB0000159,14283,Irritable bowel syndrome
14283,HMDB0000159,14284,Ulcerative colitis
14284,HMDB0000159,14285,Colorectal cancer
14285,HMDB0000159,14286,Autism
14286,HMDB0000159,14287,Crohn's disease
14287,HMDB0000159,14288,Gout
14288,HMDB0000159,14289,Rheumatoid arthritis
14289,HMDB0000159,14290,Perillyl alcohol administration for cancer treatment
14290,HMDB0000159,14291,Pancreatic cancer
14291,HMDB0000159,14292,Periodontal disease
14292,HMDB0000159,14293,Frontotemporal dementia
14293,HMDB0000159,14294,Lewy body disease
14294,HMDB0000159,14295,Attachment loss
14295,HMDB0000159,14296,Periodontal Probing Depth
14296,HMDB0000159,14297,Eosinophilic esophagitis
14297,HMDB0000159,14298,Epilepsy
14298,HMDB0000159,14299,Dengue fever
14299,HMDB0000159,14300,Myocardial infarction
14300,HMDB0000159,14301,Maple syrup urine disease
14301,HMDB0000159,14302,Bacterial infections
14302,HMDB0000159,14303,Viral infection
14303,HMDB0000159,14304,Phenylketonuria
14304,HMDB0000159,14305,Alzheimer's disease
14305,HMDB0000159,14306,Early preeclampsia
14306,HMDB0000159,14307,Pregnancy
14307,HMDB0000159,14308,Late-onset preeclampsia
14308,HMDB0000159,14309,Obesity
14309,HMDB0000159,14310,Pterin-4a carbinolamine dehydratase deficiency
14310,HMDB0000159,14311,Guanosine triphosphate cyclohydrolase deficiency
14311,HMDB0000159,14312,6-Pyruvoyltetrahydropterin synthase deficiency
14312,HMDB0000159,14313,Hypothyroidism
14313,HMDB0000159,14314,Leukemia
14314,HMDB0000159,14315,Schizophrenia
14315,HMDB0000159,14316,Irritable bowel syndrome
14316,HMDB0000159,14317,Ulcerative colitis
