,Name,Accession,Value(uM),Subject Age,Subject Sex,Subject Information
1168,Palmitic acid,HMDB0000220,1415.468 +/- 323.410,Adult (>18 years old),Both,Normal
1169,Palmitic acid,HMDB0000220,1215.798 +/- 212.0316,Adult (>18 years old),Female,Normal
1170,Palmitic acid,HMDB0000220,2500 +/- 630,Adult (>18 years old),Female,Normal
1171,Palmitic acid,HMDB0000220,2360 +/- 430,Adult (>18 years old),Male,Normal
1172,Palmitic acid,HMDB0000220,,Adult (>18 years old),Both,Normal
1173,Palmitic acid,HMDB0000220,,Adult (>18 years old),Female,Normal
1174,Palmitic acid,HMDB0000220,,Adult (>18 years old),Both,Normal
1175,Palmitic acid,HMDB0000220,63.8 +/- 0.400,Adult (>18 years old),Both,Normal
1176,Palmitic acid,HMDB0000220,30.49 +/- 2.64,Adult (>18 years old),Both,Normal
1177,NADPH,HMDB0000221,51.0 (34.0-81.0),Adult (>18 years old),Both,Normal
1178,L-Palmitoylcarnitine,HMDB0000222,0.153 (0.073-0.227),Children (1-13 years old),Both,Normal
1179,L-Palmitoylcarnitine,HMDB0000222,0.113 +/- 0.006,Adult (>18 years old),Both,Normal
1180,L-Palmitoylcarnitine,HMDB0000222,0.050-0.180,Adult (>18 years old),Both,Normal
1181,L-Palmitoylcarnitine,HMDB0000222,0.15 +/- 0.17,Children (1-13 years old),Both,Normal
1182,L-Palmitoylcarnitine,HMDB0000222,0.06 +/- 0.04,Children (1-13 years old),Both,Normal
1183,L-Palmitoylcarnitine,HMDB0000222,0.11 +/- 0.03,Adult (>18 years old),Both,Normal
1184,L-Palmitoylcarnitine,HMDB0000222,0.12(0.03),Adult (>18 years old),Both,Normal
1185,L-Palmitoylcarnitine,HMDB0000222,0.050-0.180,Adult (>18 years old),Both,Normal
1186,O-Phosphoethanolamine,HMDB0000224,19 +/- 9.9,Newborn (0-30 days old),Both,Normal
1187,O-Phosphoethanolamine,HMDB0000224,4.0 +/- 2.0,Adult (>18 years old),Female,Normal
1188,Oxoadipic acid,HMDB0000225,,,,Normal
1189,Orotic acid,HMDB0000226,0.89 +/- 0.63,Adult (>18 years old),Both,Normal
1190,Orotic acid,HMDB0000226,2.874 +/- 8.0460,Adult (>18 years old),Both,Normal
1191,Orotic acid,HMDB0000226,5.0 +/- 0.4,Adult (>18 years old),Both,Normal
1192,Mevalonic acid,HMDB0000227,0.028 +/- 0.006,Adult (>18 years old),Both,Normal
1193,Mevalonic acid,HMDB0000227,0.043 +/- 0.013,Adult (>18 years old),Male,Normal
1194,Mevalonic acid,HMDB0000227,0.026(0.013-0.042),Infant (0-1 year old),Not Specified,Normal
1195,Phenol,HMDB0000228,6.38 +/- 2.13,Adult (>18 years old),Both,Normal
1196,Phenol,HMDB0000228,6.383 +/- 2.128,Adult (>18 years old),Both,Normal
1197,Phenol,HMDB0000228,0.86 +/- 0.63,Adult (>18 years old),Both,Normal
1198,Nicotinamide ribotide,HMDB0000229,,,,Normal
1199,N-Acetylneuraminic acid,HMDB0000230,2.0 (1.0-3.0),Adult (>18 years old),Not Specified,Normal
1200,N-Acetylneuraminic acid,HMDB0000230,0.57 +/- 1.26,Adult (>18 years old),Both,Normal
1201,Quinolinic acid,HMDB0000232,0.599 +/- 0.299,Adult (>18 years old),Both,Normal
1202,Quinolinic acid,HMDB0000232,0.47 +/- 0.047,Adult (>18 years old),Both,Normal
1203,Testosterone,HMDB0000234,0.00260-0.0139,Newborn (0-30 days old),Female,Normal
1204,Testosterone,HMDB0000234,0.000693-0.00277,Not Specified,Not Specified,Normal
1205,Testosterone,HMDB0000234,0.0156-0.0347,Adult (>18 years old),Male,Normal
1206,Testosterone,HMDB0000234,0.00139 +/- 0.000763,Adult (>18 years old),Female,Normal
1207,Testosterone,HMDB0000234,0.00004-0.00215,Children (1-13 years old),Female,Normal
1208,Testosterone,HMDB0000234,0-0.00098,Children (1-13 years old),Female,Normal
1209,Testosterone,HMDB0000234,0.00036-0.0017,Adolescent (13-18 years old),Female,Normal
1210,Testosterone,HMDB0000234,0-0.000198,Infant (0-1 year old),Male,Normal
1211,Testosterone,HMDB0000234,0-0.00012,Children (1-13 years old),Male,Normal
1212,Testosterone,HMDB0000234,0-0.0154,Children (1-13 years old),Male,Normal
1213,Testosterone,HMDB0000234,0.00125-0.0276,Adolescent (13-18 years old),Male,Normal
1214,Testosterone,HMDB0000234,0.00125 +/- 0.00042,Adult (>18 years old),Female,Normal
1215,Testosterone,HMDB0000234,0.013 (0.0083-0.0286),Adult (>18 years old),Male,Normal
1216,Testosterone,HMDB0000234,,Adult (>18 years old),Female,Normal
1217,Testosterone,HMDB0000234,<0.000400,Not Specified,Both,Normal
1218,Testosterone,HMDB0000234,0.00800 - 0.0400,Adult (>18 years old),Male,Normal
1219,Testosterone,HMDB0000234,0.000200 - 0.00300,Adult (>18 years old),Female,Normal
1220,Testosterone,HMDB0000234,0.00936,Adult (>18 years old),Male,Normal
1221,Testosterone,HMDB0000234,0.0171 +/- 0.00510,Children (1-13 years old),Both,Normal
1222,Testosterone,HMDB0000234,0.0094 +/- 0.0014,Adult (>18 years old),Male,Normal
1223,Thiamine,HMDB0000235,0.34 (0.14-0.79),Newborn (0-30 days old),Both,Normal
1224,Thiamine,HMDB0000235,0.16 (0.06-0.41),Children (1-13 years old),Both,Normal
1225,Thiamine,HMDB0000235,0.096 +/- 0.018,Adult (>18 years old),Not Specified,Normal
1226,Thiamine,HMDB0000235,0.12 (0.094-0.280),Adult (>18 years old),Female,Normal
1227,Thiamine,HMDB0000235,0.050-0.120,Adult (>18 years old),Both,Normal
1228,Propionic acid,HMDB0000237,1.6 +/- 1.2,Children (1-13 years old),Both,Normal
1229,Propionic acid,HMDB0000237,0.9 +/- 1.2,Adult (>18 years old),Both,Normal
1230,Pyridoxine,HMDB0000239,0.025 (0.007-0.060),Adult (>18 years old),Both,Normal
1231,Sulfite,HMDB0000240,1.23 +/- 0.48,Adult (60 years old),Both,Normal
1232,Protoporphyrin IX,HMDB0000241,0.66 +/- 0.18,Adult (>18 years old),Female,Normal
1233,Protoporphyrin IX,HMDB0000241,0.53 +/- 0.13,Adult (>18 years old),Male,Normal
1234,Protoporphyrin IX,HMDB0000241,1.09 +/- 0.57,Newborn (0-30 days old),Both,Normal
1235,Pyruvic acid,HMDB0000243,34.5 +/- 25.2,Adult (>18 years old),Both,Normal
1236,Pyruvic acid,HMDB0000243,<150,Newborn (0-30 days old),Not Specified,Normal
1237,Pyruvic acid,HMDB0000243,<200,Infant (0-1 year old),Not Specified,Normal
1238,Pyruvic acid,HMDB0000243,64 (22-258),Adult (>18 years old),Both,Normal
1239,Pyruvic acid,HMDB0000243,100 (50-190),Not Specified,Not Specified,Normal
1240,Pyruvic acid,HMDB0000243,56.778,Infant (0-1 year old),Not Specified,Normal
1241,Pyruvic acid,HMDB0000243,81.0 +/- 34.0,Newborn (0-30 days old),Both,Normal
1242,Pyruvic acid,HMDB0000243,76.0 +/- 10.0,Children (1-13 years old),Both,Normal
1243,Pyruvic acid,HMDB0000243,63.0 +/- 25.0,Adult (>18 years old),Both,Normal
1244,Pyruvic acid,HMDB0000243,40-100,Not Specified,Not Specified,Normal
1245,Pyruvic acid,HMDB0000243,75.5 (10.0-141.0),Newborn (0-30 days old),Not Specified,Normal
1246,Pyruvic acid,HMDB0000243,50-140,Not Specified,Not Specified,Normal
1247,Pyruvic acid,HMDB0000243,,Adult (>18 years old),Both,Normal
1248,Pyruvic acid,HMDB0000243,40-70,Infant (0-1 year old),Both,Normal
1249,Pyruvic acid,HMDB0000243,<200,Children (1-13 years old),Not Specified,Normal
1250,Pyruvic acid,HMDB0000243,22.00-258.0,Adult (>18 years old),Both,Normal
1251,Pyruvic acid,HMDB0000243,64 (28-145),Adult (>18 years old),Male,Normal
1252,Pyruvic acid,HMDB0000243,64 (29-144),Adult (>18 years old),Female,Normal
1253,Pyruvic acid,HMDB0000243,67 (27-164),Adult (>18 years old),Both,Normal
1254,Pyruvic acid,HMDB0000243,64 (29-144),Adult (>18 years old),Both,Normal
1255,Pyruvic acid,HMDB0000243,66 (34-117),Elderly (>65 years old),Both,Normal
1256,Pyruvic acid,HMDB0000243,,Adult (>18 years old),Both,Normal
1257,Riboflavin,HMDB0000244,0.845 (0.361-1.77),Newborn (0-30 days old),Both,Normal
1258,Riboflavin,HMDB0000244,0.015 (0.0054-0.028),Adult (>18 years old),Both,Normal
1259,Riboflavin,HMDB0000244,0.385 (0.15-0.96),Children (1-13 years old),Both,Normal
1260,Riboflavin,HMDB0000244,0.530 (0.265-1.30),Adult (>18 years old),Female,Normal
1261,Riboflavin,HMDB0000244,0.10-0.50,Adult (>18 years old),Both,Normal
1262,Riboflavin,HMDB0000244,0.00797-0.0399,Adolescent (13-18 years old),Not Specified,Normal
1263,Porphobilinogen,HMDB0000245,0.06 (0.00-0.12),Adult (>18 years old),Both,Normal
1264,Sorbitol,HMDB0000247,1.09 +/- 0.37,Adult (>18 years old),Both,Normal
1265,Sorbitol,HMDB0000247,<2.198,Adult (>18 years old),Both,Normal
1266,Sorbitol,HMDB0000247,13.0 (4.0-24.0),Adult (>18 years old),Both,Normal
1267,Thyroxine,HMDB0000248,0.000009 - 0.000023,,Both,Normal
1268,Thyroxine,HMDB0000248,0.13 +/- 0.0061,Children (1-13 years old),Both,Normal
1269,Thyroxine,HMDB0000248,0.000016 (0.0000064-0.000064),Adult (>18 years old),Both,Normal
1270,Thyroxine,HMDB0000248,0.0000144 +/- 0.0000036,Adolescent (13-18 years old),Female,Normal
1271,Thyroxine,HMDB0000248,0.0600-0.150,Children (1-13 years old),Not Specified,Normal
1272,Thyroxine,HMDB0000248,0.105-0.215,Newborn (0-30 days old),Both,Normal
1273,Thyroxine,HMDB0000248,0.0700-0.175,Infant (0-1 year old),Both,Normal
1274,Thyroxine,HMDB0000248,60-160,Children (1-13 years old),Not Specified,Normal
1275,Thyroxine,HMDB0000248,0.000010 - 0.000023,Adult (>18 years old),Female,Normal
1276,Thyroxine,HMDB0000248,0.000010 - 0.000023,Adult (>18 years old),Male,Normal
1277,Thyroxine,HMDB0000248,0.000010 - 0.000023,Adult (>18 years old),Both,Normal
1278,Thyroxine,HMDB0000248,0.0399 - 0.162,Adult (>18 years old),Both,Normal
1279,Thyroxine,HMDB0000248,0.000012-0.000025,Adult (>18 years old),Not Specified,Normal
1280,Thyroxine,HMDB0000248,0.00001-0.000023,Children (1-13 years old),Not Specified,Normal
1281,Thyroxine,HMDB0000248,0.000009-0.00002,Adult (>18 years old),Not Specified,Normal
1282,Thyroxine,HMDB0000248,0.0579-0.148,Children (1-13 years old),Not Specified,Normal
1283,Thyroxine,HMDB0000248,0.0515-0.142,Infant (0-1 year old),Not Specified,Normal
1284,Thyroxine,HMDB0000248,0.00002 (0.00001-0.00003),Adult (>18 years old),Both,Normal
1285,Pyrophosphate,HMDB0000250,1.8 (0.64-2.96),Adult (>18 years old),Both,Normal
1286,Taurine,HMDB0000251,0-360,Infant (0-1 year old),Both,Normal
1287,Taurine,HMDB0000251,55.0 (42.0-69.0),Adult (>18 years old),Both,Normal
1288,Taurine,HMDB0000251,61 +/- 17,Adult (>18 years old),Male,Normal
1289,Taurine,HMDB0000251,42 +/- 12,Adult (>18 years old),Female,Normal
1290,Taurine,HMDB0000251,104.0 +/- 62.0,Children (1-13 years old),Male,Normal
1291,Taurine,HMDB0000251,162.0 +/- 60.0,Adult (>18 years old),Male,Normal
1292,Taurine,HMDB0000251,141.0 +/- 57.0,Adult (>18 years old),Female,Normal
1293,Taurine,HMDB0000251,140 +/- 40,Adult (>18 years old),Female,Normal
1294,Taurine,HMDB0000251,70.00-170.0,Adult (>18 years old),Both,Normal
1295,Taurine,HMDB0000251,93.0 +/- 35.7,Adult (>18 years old),Both,Normal
1296,Taurine,HMDB0000251,152.1(113.7-179.8),Children (1-13 uears old),Both,Normal
1297,Taurine,HMDB0000251,91.0 +/- 3.0,Adult (>18 years old),Both,Normal
1298,Taurine,HMDB0000251,61.0 +/- 17.0,Adult (>18 years old),Male,Normal
1299,Taurine,HMDB0000251,42.0 +/- 12.0,Adult (>18 years old),Female,Normal
1300,Taurine,HMDB0000251,19-265,Newborn (0-30 days old),Both,Normal
1301,Taurine,HMDB0000251,19-190,Infant (1 - 3 months old),Both,Normal
1302,Taurine,HMDB0000251,Oct-97,Children (3 months - 6 years old),Both,Normal
1303,Taurine,HMDB0000251,0-240,Children (6 - 18 years old),Both,Normal
1304,Sphingosine,HMDB0000252,0.050 +/- 0.0013,Adult (>18 years old),Both,Normal
1305,Pregnenolone,HMDB0000253,0.00474-0.0632,Newborn (0-30 days old),Female,Normal
1306,Pregnenolone,HMDB0000253,0.00186 +/- 0.00090,Adult (>18 years old),Female,Normal
1307,Pregnenolone,HMDB0000253,0.00083 +/- 0.00080,Adult (>18 years old),Both,Normal
1308,Pregnenolone,HMDB0000253,,Adult (>18 years old),Male,Normal
1309,Pregnenolone,HMDB0000253,,Adult (>18 years old),Female,Normal
1310,Pregnenolone,HMDB0000253,0.00424 +/- 0.00236,Adult (>18 years old),Female,Normal
1311,Pregnenolone,HMDB0000253,0.0147 +/- 0.0084,Adult (>18 years old),Female,Normal
1312,Pregnenolone,HMDB0000253,0.0429 +/- 0.0325,Adult (>18 years old),Female,Normal
1313,Pregnenolone,HMDB0000253,0.0573 +/- 0.0133,Adult (>18 years old),Female,Normal
1314,Pregnenolone,HMDB0000253,0.00985 +/- 0.00851,Adult (>18 years old),Female,Normal
1315,Pregnenolone,HMDB0000253,0.00373 +/- 0.00214,Adult (>18 years old),Female,Normal
1316,Pregnenolone,HMDB0000253,0.00168 +/- 0.00137,Adult (>18 years old),Female,Normal
1317,Pregnenolone,HMDB0000253,0.00088 +/- 0.00062,Adult (>18 years old),Female,Normal
1318,Pregnenolone,HMDB0000253,0.00054 +/- 0.00033,Adult (>18 years old),Female,Normal
1319,Pregnenolone,HMDB0000253,0.013 +/- 0.0027,Adult (>18 years old),Both,Normal
1320,Succinic acid,HMDB0000254,16.0 (0.00-32.0),Adult (>18 years old),Both,Normal
1321,Succinic acid,HMDB0000254,23.5,Adult (>18 years old),Both,Normal
1322,Succinic acid,HMDB0000254,8.8 +/- 2.7,Adult (>18 years old),Both,Normal
1323,Succinic acid,HMDB0000254,6.10-11.5,Adult (>18 years old),Both,Normal
1324,Squalene,HMDB0000256,2.22 +/- 0.063,Adult (>18 years old),Female,Normal
1325,Squalene,HMDB0000256,1.58 +/- 0.063,Adult (>18 years old),Female,Normal
1326,Thiosulfate,HMDB0000257,100.8 +/- 9.811,Adult (>18 years old),Both,Normal
1327,Thiosulfate,HMDB0000257,1.5 (0.0-3.0),Adult (>18 years old),Both,Normal
1328,Sucrose,HMDB0000258,1.8 +/- 1.2,Adult (>18 years old),Male,Normal
1329,Serotonin,HMDB0000259,0.85 +/- 0.077,Adult (>18 years old),Both,Normal
1330,Serotonin,HMDB0000259,0.07 (0-0.15),Newborn (0-30 days old),Both,Normal
1331,Serotonin,HMDB0000259,0.70 +/-  0.32,Children (1-13 years old),Both,Normal
1332,Serotonin,HMDB0000259,0.74 +/- 0.28,Adult (>18 years old),Male,Normal
1333,Serotonin,HMDB0000259,0.97 +/- 0.28,Adult (>18 years old),Female,Normal
1334,Serotonin,HMDB0000259,0.30-2.00,Adult (>18 years old),Both,Normal
1335,Serotonin,HMDB0000259,0.41 +/- 0.33,Adult (>18 years old),Both,Normal
1336,Serotonin,HMDB0000259,1.14(0.72-1.72),Children (1-13 uears old),Both,Normal
1337,Thymine,HMDB0000262,,,,Normal
1338,Phosphoenolpyruvic acid,HMDB0000263,7.6 +/- 2.9,Newborn (0-30 days old),Both,Normal
1339,Phosphoenolpyruvic acid,HMDB0000263,17.4 +/- 3.8,Adult (>18 years old),Both,Normal
1340,Liothyronine,HMDB0000265,0.0029 +/- 0.00019,Children (1-13 years old),Both,Normal
1341,Liothyronine,HMDB0000265,0.002 +/- 0.0006,Adolescent (13-18 years old),Female,Normal
1342,Liothyronine,HMDB0000265,0.000013 - 0.000028,Adult (>18 years old),Both,Normal
1343,Liothyronine,HMDB0000265,0.0000038 - 0.0000060,Adult (>18 years old),Both,Normal
1344,Liothyronine,HMDB0000265,0.0000031-0.0000077,Adult (>18 years old),Not Specified,Normal
1345,Pyroglutamic acid,HMDB0000267,19.5 +/- 3.7,Adult (>18 years old),Both,Normal
1346,Pyroglutamic acid,HMDB0000267,,Adult (>18 years old),Both,Normal
1347,Tetrahydrocorticosterone,HMDB0000268,,,,Normal
1348,Sphinganine,HMDB0000269,0.011 +/- 0.00033,Adult (>18 years old),Both,Normal
1349,Sarcosine,HMDB0000271,0,Adult (>18 years old),Not Specified,Normal
1350,Sarcosine,HMDB0000271,1.4 +/- 0.6,Adult (>18 years old),Both,Normal
1351,Sarcosine,HMDB0000271,<0.001,Infant (0-1 year old),Both,Normal
1352,Sarcosine,HMDB0000271,<10,Adult (>18 years old),Both,Normal
1353,Phosphoserine,HMDB0000272,17.0 +/- 3.0,Adult (>18 years old),Female,Normal
1354,Thymidine,HMDB0000273,0.2,Adult (>18 years old),Both,Normal
1355,Thymidine,HMDB0000273,0.21 +/- 0.13,Adult (>18 years old),Both,Normal
1356,Thymidine,HMDB0000273,<0.1,Adult (>18 years old),Not Specified,Normal
1357,Sphingosine 1-phosphate,HMDB0000277,0.308 +/- 0.010,Adult (>18 years old),Both,Normal
1358,Sphingosine 1-phosphate,HMDB0000277,0.41 +/- 0.052,Adult (>18 years old),Male,Normal
1359,Sphingosine 1-phosphate,HMDB0000277,0.35 +/- 0.039,Adult (>18 years old),Female,Normal
1360,Sphingosine 1-phosphate,HMDB0000277,0.044 +/- 0.001,Adult (>18 years old),Both,Normal
1361,Saccharopine,HMDB0000279,,,,Normal
1362,Phosphoribosyl pyrophosphate,HMDB0000280,5.72 +/- 0.86,Children (1-13 years old),Both,Normal
1363,Phosphoribosyl pyrophosphate,HMDB0000280,4.9 +/- 2.1,Adult (>18 years old),Both,Normal
1364,D-Ribose,HMDB0000283,2.3 (0.0-5.0),Adult (>18 years old),Both,Normal
1365,Uridine diphosphate glucose,HMDB0000286,155.0 +/- 113.0,Adult (>18 years old),Both,Normal
1366,Uridine 5'-monophosphate,HMDB0000288,184.0 +/- 127.0,Adult (>18 years old),Both,Normal
1367,Uric acid,HMDB0000289,279.578 +/- 23.794,Adult (>18 years old),Male,normal
1368,Uric acid,HMDB0000289,303 +/- 59,Adult (>18 years old),Male,Normal
1369,Uric acid,HMDB0000289,59.485-208.197,Newborn (0-30 days old),Both,Normal
1370,Uric acid,HMDB0000289,210-430,Adolescent (13-18 years old),Male,Normal
1371,Uric acid,HMDB0000289,150-360,Adult (>18 years old),Female,Normal
1372,Uric acid,HMDB0000289,120-330,Children (1-13 years old),Both,Normal
1373,Uric acid,HMDB0000289,120-330,Infant (0-1 year old),Both,Normal
1374,Uric acid,HMDB0000289,140-410,Adult (>18 years old),Female,Normal
1375,Uric acid,HMDB0000289,<350,Children (1-13 years old),Not Specified,Normal
1376,Uric acid,HMDB0000289,165-394,Infant (0-1 year old),Both,Normal
1377,Uric acid,HMDB0000289,,Adult (>18 years old),Both,Normal
1378,Uric acid,HMDB0000289,377.6 +/- 82.6,Adult (>18 years old),Male,Normal
1379,Uric acid,HMDB0000289,494.2,Adult (>18 years old),Both,Normal
1380,Uric acid,HMDB0000289,372.0 (238.0-506.0),Adult (>18 years old),Male,Normal
1381,Uric acid,HMDB0000289,298.0 (149.0-446.0),Adult (>18 years old),Female,Normal
1382,Uric acid,HMDB0000289,271.95 +/- 43.13,Adult (>18 years old),Both,Normal
1383,Uric acid,HMDB0000289,256.8 +/-  7.0,Adult (>18 years old),Both,Normal
1384,Uric acid,HMDB0000289,291.475 +/- 59.485,Adult (>18 years old),Not Specified,Normal
1385,Uric acid,HMDB0000289,240.91 +/- 82.68,Adult (>18 years old),Both,Normal
1386,Uric acid,HMDB0000289,166.56-755.46,Newborn (0 - <14 days old),Both,Normal
1387,Uric acid,HMDB0000289,95.18-374.76,Infant (15 days - <1 year old),Both,Normal
1388,Uric acid,HMDB0000289,107.073-291.48,Children (1 - <12 years old),Both,Normal
1389,Uric acid,HMDB0000289,154.66-350.96,Adolescent (12 - <19 years old),Female,Normal
1390,Uric acid,HMDB0000289,154.66-452.084,Adolescent (12 - <19 years old),Male,Normal
1391,Uric acid,HMDB0000289,<400,Children (3 months - 6 years old),Not Specified,Normal
1392,Uric acid,HMDB0000289,150-450,Infant (0-1 year old),Not Specified,Normal
1393,Uric acid,HMDB0000289,120-400,Children (1 - 13 years old),Not Specified,Normal
1394,Uric acid,HMDB0000289,329.0 +/- 129.0,Newborn (0-30 days old),Both,Normal
1395,Uric acid,HMDB0000289,302.0 +/- 60.0,Adult (>18 years old),Male,Normal
1396,Uric acid,HMDB0000289,234.0 +/- 52.0,Adult (>18 years old),Female,Normal
1397,Uric acid,HMDB0000289,118.97,Infant (0-1 year old),Both,Normal
1398,Uric acid,HMDB0000289,<327,Children (1 - 13 years old),Not Specified,Normal
1399,Uric acid,HMDB0000289,<420,Adult (>18 years old),Not Specified,Normal
1400,Uric acid,HMDB0000289,200-420,Adult (>18 years old),Both,Normal
1401,Vanillylmandelic acid,HMDB0000291,0.035 +/- 0.008,Adult (>18 years old),Male,Normal
1402,Xanthine,HMDB0000292,<1.00,Adult (>18 years old),Not Specified,Normal
1403,Xanthine,HMDB0000292,0.7 +/- 0.2,Adult (>18 years old),Male,Normal
1404,Xanthine,HMDB0000292,0.9  +/- 0.1,Adult (>18 years old),Male,normal
1405,Xanthine,HMDB0000292,0.700 +/- 0.200,Adult (>18 years old),Not Specified,Normal
1406,Xanthine,HMDB0000292,0.3-3,Children (1-13 years old),Not Specified,Normal
1407,Xanthine,HMDB0000292,1.27 +/- 0.78,Adult (>18 years old),Both,Normal
1408,Xanthine,HMDB0000292,3.289 +/- 9.211,Adult (>18 years old),Both,Normal
1409,Xanthine,HMDB0000292,4.5(2.7-8.0),Adult (>18 years old),Female,Normal
1410,Xanthine,HMDB0000292,<2,Infant (0-1 year old),Not Specified,Normal
1411,Xanthine,HMDB0000292,4.9 +/- 1.5,Adult (>18 years old),Male,Normal
1412,Xanthine,HMDB0000292,0.91 +/- 0.45,Adult (>18 years old),Male,Normal
1413,Xanthine,HMDB0000292,200,Adult (>18 years old),Female,Normal
1414,Urea,HMDB0000294,6074.6 +/- 2154.2,Adult (>18 years old),Both,Normal
1415,Urea,HMDB0000294,,Children (1-13 years old),Male,Normal
1416,Urea,HMDB0000294,4530.0 (2590.0 - 6470.0),Adult (>18 years old),Male,Normal
1417,Urea,HMDB0000294,4010.0 +/- 920.0,Adult (>18 years old),Female,Normal
1418,Urea,HMDB0000294,3600.0 (2680.0 - 4780.0),Newborn (0-30 days old),Both,Normal
1419,Urea,HMDB0000294,5210.0 (4310.0 - 6780.0),Children (1-13 years old),Not Specified,Normal
1420,Urea,HMDB0000294,6500.0 (4000.0-9000.0),Adult (>18 years old),Both,Normal
1421,Urea,HMDB0000294,1665.132-3330.264,Newborn (0-30 days old),Not Specified,Normal
1422,Urea,HMDB0000294,466.24-3829.80,Newborn (0 - <14 days old),Both,Normal
1423,Urea,HMDB0000294,566.15-2797.42,Infant (15 days - <1 year old),Both,Normal
1424,Urea,HMDB0000294,1498.62-3679.94,Children (1 - <10 years old),Both,Normal
1425,Urea,HMDB0000294,1215.55-3163.75,Adolescent (10 - <19 years old),Female,Normal
1426,Urea,HMDB0000294,1215.55-3496.78,Adolescent (10 - <19 years old),Male,Normal
1427,Urea,HMDB0000294,<6666.667,Adult (>18 years old),Both,Normal
1428,Urea,HMDB0000294,1400-6800,Not Specified,Not Specified,Normal
1429,Urea,HMDB0000294,2500-7500,Adult (>18 years old),Not Specified,Normal
1430,Uridine 5'-diphosphate,HMDB0000295,41.0 +/- 12.0,Adult (>18 years old),Both,Normal
1431,Uridine,HMDB0000296,3.10 (2.90-3.30),Adult (>18 years old),Both,Normal
