,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id
461,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,13,0.80,1.50,mmol/l,208
462,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,18,64,0.70,1.90,mmol/l,211
463,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,0,2,1.00,2.30,mmol/l,214
464,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,0,2,0.90,2.00,mmol/l,206
465,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,13,0.50,1.60,mmol/l,209
466,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,18,64,0.60,0.90,mmol/l,212
467,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,0,2,0.80,1.50,mmol/l,202
468,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,13,0.70,1.90,mmol/l,210
469,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,18,64,0.40,1.00,mmol/l,213
470,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,7,15,0.40,0.90,mmol/l,1137
471,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,7,0.70,1.60,mmol/l,1136
472,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,13,0.90,1.80,mmol/l,203
473,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,18,64,1.00,1.50,mmol/l,204
474,L-Lactic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,0,2,2.00,3.00,mmol/l,207
480,Pyruvic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,18,64,27.00,160.00,µmol/l,292
481,Succinic acid,"3-METHYLGLUTACONIC ACIDURIA (TYPE II), X-LINKED",BARTH SYNDROME;MGCA2;BTHS,1,13,0.00,32.00,µmol/l,356
482,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",13,18,16.00,23.00,μmol/l,1879
483,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,14.00,34.00,μmol/l,1880
484,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,9.00,45.00,μmol/l,1956
485,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",13,18,13.00,41.00,μmol/l,1957
486,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",13,18,19.00,71.00,μmol/l,1992
487,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,25.00,80.00,μmol/l,9
488,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,11.00,68.00,μmol/l,1092
489,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,45.00,97.00,µmol/l,37
490,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,36.00,110.00,μmol/l,278
491,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,47.00,91.00,µmol/l,277
492,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,41.00,79.00,µmol/l,276
493,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,28.00,56.00,µmol/l,275
494,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,24.00,60.00,µmol/l,274
495,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,27.00,59.00,µmol/l,273
496,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,27.00,57.00,µmol/l,279
497,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.02,6.83,43.45,µmol/l,1214
498,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.02,11.61,73.87,µmol/l,1215
499,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,23.00,60.00,µmol/l,59
500,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,35.00,55.00,µmol/l,268
501,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,20.00,40.00,µmol/l,1090
502,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,15.00,40.00,µmol/l,1163
503,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.02,10.00,44.00,µmol/l,1213
504,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,13.00,23.00,µmol/l,1141
505,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,7,11.50,18.00,µmol/l,1142
506,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",7,15,18.00,30.00,µmol/l,1143
507,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,40.00,60.00,µmol/l,267
508,L-Carnitine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,9.00,23.00,µmol/l,1089
509,Citric acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,30.00,400.00,µmol/l,385
510,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",13,18,2.60,5.50,mmol/l,47
511,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,2.60,5.50,mmol/l,281
512,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,3.30,5.50,mmol/l,282
513,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0907,1.10,3.30,mmol/l,280
514,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,2.20,3.30,mmol/l,283
515,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,2.80,5.00,mmol/l,46
516,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",,,2.70,4.50,mmol/l,1134
517,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",,,3.00,4.30,mmol/l,1135
518,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,2.60,5.50,mmol/l,490
519,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,2.60,5.50,mmol/l,333
520,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,2.60,5.50,mmol/l,334
521,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,0.70,3.30,mmol/l,330
522,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,0.90,1.80,mmol/l,469
523,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,0.80,1.50,mmol/l,208
524,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,0.70,1.90,mmol/l,211
525,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,1.00,2.30,mmol/l,214
526,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,0.90,2.00,mmol/l,206
527,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,0.50,1.60,mmol/l,209
528,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,0.60,0.90,mmol/l,212
529,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,0.80,1.50,mmol/l,202
530,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,0.70,1.90,mmol/l,210
531,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,0.40,1.00,mmol/l,213
532,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",7,15,0.40,0.90,mmol/l,1137
533,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,7,0.70,1.60,mmol/l,1136
534,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,0.90,1.80,mmol/l,203
535,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,1.00,1.50,mmol/l,204
536,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,2.00,3.00,mmol/l,207
537,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,11.00,31.00,μmol/l,1494
538,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",1,13,11.00,30.00,μmol/l,699
539,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,10.00,60.00,μmol/l,1161
540,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,2,11.00,31.00,μmol/l,1162
541,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",0,0.0028,6.00,46.00,μmol/l,1288
542,Methionine,3-METHYLGLUTACONIC ACIDURIA (TYPE IV),"MGA4, 3-@METHYLGLUTACONIC ACIDURIA, TYPE IV",18,64,9.00,59.00,μmol/l,1289
543,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",0,2,0.70,3.30,mmol/l,330
544,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,13,0.90,1.80,mmol/l,469
545,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,13,0.80,1.50,mmol/l,208
546,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",18,64,0.70,1.90,mmol/l,211
547,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",0,2,1.00,2.30,mmol/l,214
548,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",0,2,0.90,2.00,mmol/l,206
549,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,13,0.50,1.60,mmol/l,209
550,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",18,64,0.60,0.90,mmol/l,212
551,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",0,2,0.80,1.50,mmol/l,202
552,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,13,0.70,1.90,mmol/l,210
553,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",18,64,0.40,1.00,mmol/l,213
554,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",7,15,0.40,0.90,mmol/l,1137
555,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,7,0.70,1.60,mmol/l,1136
556,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",1,13,0.90,1.80,mmol/l,203
557,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",18,64,1.00,1.50,mmol/l,204
558,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE IX); MGCA9,"MITOCHONDRIAL EPILEPTIC ENCEPHALOPATHY, TIMM50",0,2,2.00,3.00,mmol/l,207
559,alpha-Fetoprotein,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",18,64,0.00,20.00,mg/ml,2150
560,alpha-Fetoprotein,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.00,6.00,ng/ml,2151
561,3-Hydroxyisovaleric acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.00,19.00,μmol/l,397
562,alpha-Fetoprotein,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.02,0.00,18000.00,ng/dl,1159
563,alpha-Fetoprotein,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,0.00,28.00,ng/ml,1160
564,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",13,18,19.00,71.00,μmol/l,1992
565,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,25.00,80.00,μmol/l,9
566,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,11.00,68.00,μmol/l,1092
567,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,45.00,97.00,µmol/l,37
568,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0028,36.00,110.00,μmol/l,278
569,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,47.00,91.00,µmol/l,277
570,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,41.00,79.00,µmol/l,276
571,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,28.00,56.00,µmol/l,275
572,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,24.00,60.00,µmol/l,274
573,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,27.00,59.00,µmol/l,273
574,Ammonia,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,27.00,57.00,µmol/l,279
575,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",13,18,2.60,5.50,mmol/l,47
576,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",18,64,2.60,5.50,mmol/l,281
577,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,3.30,5.50,mmol/l,282
578,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0907,1.10,3.30,mmol/l,280
579,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0028,2.20,3.30,mmol/l,283
580,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0028,2.80,5.00,mmol/l,46
581,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",,,2.70,4.50,mmol/l,1134
582,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",,,3.00,4.30,mmol/l,1135
583,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,2.60,5.50,mmol/l,490
584,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,0.0028,2.60,5.50,mmol/l,333
585,D-Glucose,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,2.60,5.50,mmol/l,334
586,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,0.70,3.30,mmol/l,330
587,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.90,1.80,mmol/l,469
588,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.80,1.50,mmol/l,208
589,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",18,64,0.70,1.90,mmol/l,211
590,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,1.00,2.30,mmol/l,214
591,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,0.90,2.00,mmol/l,206
592,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.50,1.60,mmol/l,209
593,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",18,64,0.60,0.90,mmol/l,212
594,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",0,2,0.80,1.50,mmol/l,202
595,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.70,1.90,mmol/l,210
596,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",18,64,0.40,1.00,mmol/l,213
597,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",7,15,0.40,0.90,mmol/l,1137
598,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,7,0.70,1.60,mmol/l,1136
599,L-Lactic acid,3-METHYLGLUTACONIC ACIDURIA (TYPE VI); MGCA6 (MEGDEL),"ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDHEL; SERAC1",1,13,0.90,1.80,mmol/l,203
